vox;algo;r1;ph;wf;ntf;snr;param;evalue;tvalue
8;NM;2.5;270;0;0;2;t1est;1.947208;2.500000
8;NM;2.5;270;0;0;2;m0est;0.976654;1.000000
8;NM;2.5;270;0;0;2;bbya;2.685371;2.000000
9;NM;2.5;270;0;0;2;t1est;0.604719;2.500000
9;NM;2.5;270;0;0;2;m0est;0.861529;1.000000
9;NM;2.5;270;0;0;2;bbya;3.000000;2.000000
10;NM;2.5;270;0;0;2;t1est;2.020674;2.500000
10;NM;2.5;270;0;0;2;m0est;1.054661;1.000000
10;NM;2.5;270;0;0;2;bbya;2.539633;2.000000
1;NM;0.5;315;0;0;2;t1est;0.438132;0.500000
1;NM;0.5;315;0;0;2;m0est;1.176115;1.000000
1;NM;0.5;315;0;0;2;bbya;2.329185;2.000000
2;NM;0.5;315;0;0;2;t1est;0.336286;0.500000
2;NM;0.5;315;0;0;2;m0est;1.136330;1.000000
2;NM;0.5;315;0;0;2;bbya;2.104247;2.000000
3;NM;0.5;315;0;0;2;t1est;0.399287;0.500000
3;NM;0.5;315;0;0;2;m0est;1.137163;1.000000
3;NM;0.5;315;0;0;2;bbya;2.190658;2.000000
4;NM;0.5;315;0;0;2;t1est;0.453067;0.500000
4;NM;0.5;315;0;0;2;m0est;1.182586;1.000000
4;NM;0.5;315;0;0;2;bbya;2.617798;2.000000
5;NM;0.5;315;0;0;2;t1est;0.470204;0.500000
5;NM;0.5;315;0;0;2;m0est;1.072658;1.000000
5;NM;0.5;315;0;0;2;bbya;2.920650;2.000000
6;NM;0.5;315;0;0;2;t1est;0.540970;0.500000
6;NM;0.5;315;0;0;2;m0est;1.176633;1.000000
6;NM;0.5;315;0;0;2;bbya;2.082002;2.000000
7;NM;0.5;315;0;0;2;t1est;0.646443;0.500000
7;NM;0.5;315;0;0;2;m0est;1.104592;1.000000
7;NM;0.5;315;0;0;2;bbya;2.924161;2.000000
8;NM;0.5;315;0;0;2;t1est;0.769803;0.500000
8;NM;0.5;315;0;0;2;m0est;1.175100;1.000000
8;NM;0.5;315;0;0;2;bbya;2.124307;2.000000
9;NM;0.5;315;0;0;2;t1est;0.158931;0.500000
9;NM;0.5;315;0;0;2;m0est;1.062102;1.000000
9;NM;0.5;315;0;0;2;bbya;3.000000;2.000000
10;NM;0.5;315;0;0;2;t1est;0.682181;0.500000
10;NM;0.5;315;0;0;2;m0est;1.121667;1.000000
10;NM;0.5;315;0;0;2;bbya;3.000000;2.000000
1;NM;1;315;0;0;2;t1est;0.666651;1.000000
1;NM;1;315;0;0;2;m0est;1.098626;1.000000
1;NM;1;315;0;0;2;bbya;2.014560;2.000000
2;NM;1;315;0;0;2;t1est;0.784771;1.000000
2;NM;1;315;0;0;2;m0est;1.065731;1.000000
2;NM;1;315;0;0;2;bbya;2.214411;2.000000
3;NM;1;315;0;0;2;t1est;0.159792;1.000000
3;NM;1;315;0;0;2;m0est;0.981531;1.000000
3;NM;1;315;0;0;2;bbya;3.000000;2.000000
4;NM;1;315;0;0;2;t1est;0.860519;1.000000
4;NM;1;315;0;0;2;m0est;1.086127;1.000000
4;NM;1;315;0;0;2;bbya;2.503427;2.000000
5;NM;1;315;0;0;2;t1est;0.686914;1.000000
5;NM;1;315;0;0;2;m0est;1.227860;1.000000
5;NM;1;315;0;0;2;bbya;1.692428;2.000000
6;NM;1;315;0;0;2;t1est;1.041121;1.000000
6;NM;1;315;0;0;2;m0est;1.095756;1.000000
6;NM;1;315;0;0;2;bbya;2.755745;2.000000
7;NM;1;315;0;0;2;t1est;0.891510;1.000000
7;NM;1;315;0;0;2;m0est;1.125897;1.000000
7;NM;1;315;0;0;2;bbya;2.731470;2.000000
8;NM;1;315;0;0;2;t1est;1.000974;1.000000
8;NM;1;315;0;0;2;m0est;1.103991;1.000000
8;NM;1;315;0;0;2;bbya;2.917399;2.000000
9;NM;1;315;0;0;2;t1est;0.960198;1.000000
9;NM;1;315;0;0;2;m0est;1.143059;1.000000
9;NM;1;315;0;0;2;bbya;2.262913;2.000000
10;NM;1;315;0;0;2;t1est;1.071327;1.000000
10;NM;1;315;0;0;2;m0est;1.106887;1.000000
10;NM;1;315;0;0;2;bbya;2.568161;2.000000
1;NM;1.5;315;0;0;2;t1est;0.820127;1.500000
1;NM;1.5;315;0;0;2;m0est;1.009653;1.000000
1;NM;1.5;315;0;0;2;bbya;2.427897;2.000000
2;NM;1.5;315;0;0;2;t1est;0.815879;1.500000
2;NM;1.5;315;0;0;2;m0est;0.972278;1.000000
2;NM;1.5;315;0;0;2;bbya;2.409307;2.000000
3;NM;1.5;315;0;0;2;t1est;1.721446;1.500000
3;NM;1.5;315;0;0;2;m0est;1.092674;1.000000
3;NM;1.5;315;0;0;2;bbya;2.572661;2.000000
4;NM;1.5;315;0;0;2;t1est;0.953789;1.500000
4;NM;1.5;315;0;0;2;m0est;1.058929;1.000000
4;NM;1.5;315;0;0;2;bbya;2.302003;2.000000
5;NM;1.5;315;0;0;2;t1est;1.522779;1.500000
5;NM;1.5;315;0;0;2;m0est;1.057630;1.000000
5;NM;1.5;315;0;0;2;bbya;3.000000;2.000000
6;NM;1.5;315;0;0;2;t1est;0.830025;1.500000
6;NM;1.5;315;0;0;2;m0est;1.053499;1.000000
6;NM;1.5;315;0;0;2;bbya;2.189601;2.000000
7;NM;1.5;315;0;0;2;t1est;1.441389;1.500000
7;NM;1.5;315;0;0;2;m0est;1.250791;1.000000
7;NM;1.5;315;0;0;2;bbya;2.149824;2.000000
8;NM;1.5;315;0;0;2;t1est;1.483991;1.500000
8;NM;1.5;315;0;0;2;m0est;1.172800;1.000000
8;NM;1.5;315;0;0;2;bbya;2.378454;2.000000
9;NM;1.5;315;0;0;2;t1est;1.662203;1.500000
9;NM;1.5;315;0;0;2;m0est;1.116543;1.000000
9;NM;1.5;315;0;0;2;bbya;2.549291;2.000000
10;NM;1.5;315;0;0;2;t1est;1.199075;1.500000
10;NM;1.5;315;0;0;2;m0est;1.007485;1.000000
10;NM;1.5;315;0;0;2;bbya;2.635906;2.000000
1;NM;2;315;0;0;2;t1est;0.828606;2.000000
1;NM;2;315;0;0;2;m0est;0.957633;1.000000
1;NM;2;315;0;0;2;bbya;2.850848;2.000000
2;NM;2;315;0;0;2;t1est;1.096353;2.000000
2;NM;2;315;0;0;2;m0est;1.056766;1.000000
2;NM;2;315;0;0;2;bbya;2.259741;2.000000
3;NM;2;315;0;0;2;t1est;1.630857;2.000000
3;NM;2;315;0;0;2;m0est;0.991207;1.000000
3;NM;2;315;0;0;2;bbya;2.924014;2.000000
4;NM;2;315;0;0;2;t1est;1.977040;2.000000
4;NM;2;315;0;0;2;m0est;1.084745;1.000000
4;NM;2;315;0;0;2;bbya;2.543990;2.000000
5;NM;2;315;0;0;2;t1est;1.953159;2.000000
5;NM;2;315;0;0;2;m0est;1.098064;1.000000
5;NM;2;315;0;0;2;bbya;2.542565;2.000000
6;NM;2;315;0;0;2;t1est;1.802387;2.000000
6;NM;2;315;0;0;2;m0est;1.178826;1.000000
6;NM;2;315;0;0;2;bbya;2.321893;2.000000
7;NM;2;315;0;0;2;t1est;1.640990;2.000000
7;NM;2;315;0;0;2;m0est;1.078205;1.000000
7;NM;2;315;0;0;2;bbya;2.571241;2.000000
8;NM;2;315;0;0;2;t1est;1.650903;2.000000
8;NM;2;315;0;0;2;m0est;1.111704;1.000000
8;NM;2;315;0;0;2;bbya;2.606567;2.000000
9;NM;2;315;0;0;2;t1est;2.018259;2.000000
9;NM;2;315;0;0;2;m0est;1.023594;1.000000
9;NM;2;315;0;0;2;bbya;2.574198;2.000000
10;NM;2;315;0;0;2;t1est;0.100000;2.000000
10;NM;2;315;0;0;2;m0est;0.895710;1.000000
10;NM;2;315;0;0;2;bbya;3.000000;2.000000
1;NM;2.5;315;0;0;2;t1est;1.480894;2.500000
1;NM;2.5;315;0;0;2;m0est;0.992336;1.000000
1;NM;2.5;315;0;0;2;bbya;2.813784;2.000000
2;NM;2.5;315;0;0;2;t1est;1.902773;2.500000
2;NM;2.5;315;0;0;2;m0est;1.015880;1.000000
2;NM;2.5;315;0;0;2;bbya;2.605555;2.000000
3;NM;2.5;315;0;0;2;t1est;1.121109;2.500000
3;NM;2.5;315;0;0;2;m0est;0.883893;1.000000
3;NM;2.5;315;0;0;2;bbya;3.000000;2.000000
4;NM;2.5;315;0;0;2;t1est;2.388492;2.500000
4;NM;2.5;315;0;0;2;m0est;1.143645;1.000000
4;NM;2.5;315;0;0;2;bbya;2.469357;2.000000
5;NM;2.5;315;0;0;2;t1est;2.395914;2.500000
5;NM;2.5;315;0;0;2;m0est;1.130203;1.000000
5;NM;2.5;315;0;0;2;bbya;2.304090;2.000000
6;NM;2.5;315;0;0;2;t1est;2.042807;2.500000
6;NM;2.5;315;0;0;2;m0est;0.953300;1.000000
6;NM;2.5;315;0;0;2;bbya;2.751950;2.000000
7;NM;2.5;315;0;0;2;t1est;1.837713;2.500000
7;NM;2.5;315;0;0;2;m0est;1.004021;1.000000
7;NM;2.5;315;0;0;2;bbya;2.463139;2.000000
8;NM;2.5;315;0;0;2;t1est;1.858288;2.500000
8;NM;2.5;315;0;0;2;m0est;1.067912;1.000000
8;NM;2.5;315;0;0;2;bbya;2.482906;2.000000
9;NM;2.5;315;0;0;2;t1est;0.863521;2.500000
9;NM;2.5;315;0;0;2;m0est;0.877410;1.000000
9;NM;2.5;315;0;0;2;bbya;3.000000;2.000000
10;NM;2.5;315;0;0;2;t1est;2.061030;2.500000
10;NM;2.5;315;0;0;2;m0est;1.097723;1.000000
10;NM;2.5;315;0;0;2;bbya;2.446777;2.000000
1;RM;0.5;0;0;0;5;t1est;0.595474;0.500000
1;RM;0.5;0;0;0;5;m0est;1.016709;1.000000
1;RM;0.5;0;0;0;5;bbya;2.354350;2.000000
2;RM;0.5;0;0;0;5;t1est;0.534588;0.500000
2;RM;0.5;0;0;0;5;m0est;1.008477;1.000000
2;RM;0.5;0;0;0;5;bbya;2.264592;2.000000
3;RM;0.5;0;0;0;5;t1est;0.524288;0.500000
3;RM;0.5;0;0;0;5;m0est;1.025486;1.000000
3;RM;0.5;0;0;0;5;bbya;1.922094;2.000000
4;RM;0.5;0;0;0;5;t1est;0.459445;0.500000
4;RM;0.5;0;0;0;5;m0est;1.048920;1.000000
4;RM;0.5;0;0;0;5;bbya;1.774709;2.000000
5;RM;0.5;0;0;0;5;t1est;0.537919;0.500000
5;RM;0.5;0;0;0;5;m0est;1.040409;1.000000
5;RM;0.5;0;0;0;5;bbya;2.020639;2.000000
6;RM;0.5;0;0;0;5;t1est;0.550261;0.500000
6;RM;0.5;0;0;0;5;m0est;1.021052;1.000000
6;RM;0.5;0;0;0;5;bbya;2.181340;2.000000
7;RM;0.5;0;0;0;5;t1est;0.533649;0.500000
7;RM;0.5;0;0;0;5;m0est;1.017552;1.000000
7;RM;0.5;0;0;0;5;bbya;2.025201;2.000000
8;RM;0.5;0;0;0;5;t1est;0.457000;0.500000
8;RM;0.5;0;0;0;5;m0est;1.011501;1.000000
8;RM;0.5;0;0;0;5;bbya;2.019252;2.000000
9;RM;0.5;0;0;0;5;t1est;0.457340;0.500000
9;RM;0.5;0;0;0;5;m0est;1.013625;1.000000
9;RM;0.5;0;0;0;5;bbya;2.094956;2.000000
10;RM;0.5;0;0;0;5;t1est;0.561488;0.500000
10;RM;0.5;0;0;0;5;m0est;1.014165;1.000000
10;RM;0.5;0;0;0;5;bbya;2.053489;2.000000
1;RM;1;0;0;0;5;t1est;0.890881;1.000000
1;RM;1;0;0;0;5;m0est;1.034141;1.000000
1;RM;1;0;0;0;5;bbya;1.891543;2.000000
2;RM;1;0;0;0;5;t1est;1.034061;1.000000
2;RM;1;0;0;0;5;m0est;1.048662;1.000000
2;RM;1;0;0;0;5;bbya;2.007370;2.000000
3;RM;1;0;0;0;5;t1est;0.938788;1.000000
3;RM;1;0;0;0;5;m0est;1.011554;1.000000
3;RM;1;0;0;0;5;bbya;1.890973;2.000000
4;RM;1;0;0;0;5;t1est;1.023290;1.000000
4;RM;1;0;0;0;5;m0est;1.037423;1.000000
4;RM;1;0;0;0;5;bbya;2.014125;2.000000
5;RM;1;0;0;0;5;t1est;0.982360;1.000000
5;RM;1;0;0;0;5;m0est;1.002588;1.000000
5;RM;1;0;0;0;5;bbya;1.952905;2.000000
6;RM;1;0;0;0;5;t1est;0.921583;1.000000
6;RM;1;0;0;0;5;m0est;1.012410;1.000000
6;RM;1;0;0;0;5;bbya;2.036462;2.000000
7;RM;1;0;0;0;5;t1est;0.976044;1.000000
7;RM;1;0;0;0;5;m0est;1.010461;1.000000
7;RM;1;0;0;0;5;bbya;2.107460;2.000000
8;RM;1;0;0;0;5;t1est;0.933167;1.000000
8;RM;1;0;0;0;5;m0est;1.018104;1.000000
8;RM;1;0;0;0;5;bbya;1.961970;2.000000
9;RM;1;0;0;0;5;t1est;1.018821;1.000000
9;RM;1;0;0;0;5;m0est;1.042350;1.000000
9;RM;1;0;0;0;5;bbya;2.035375;2.000000
10;RM;1;0;0;0;5;t1est;1.026760;1.000000
10;RM;1;0;0;0;5;m0est;1.029364;1.000000
10;RM;1;0;0;0;5;bbya;2.125774;2.000000
1;RM;1.5;0;0;0;5;t1est;1.545070;1.500000
1;RM;1.5;0;0;0;5;m0est;1.015793;1.000000
1;RM;1.5;0;0;0;5;bbya;2.157601;2.000000
2;RM;1.5;0;0;0;5;t1est;1.455256;1.500000
2;RM;1.5;0;0;0;5;m0est;0.986525;1.000000
2;RM;1.5;0;0;0;5;bbya;2.068467;2.000000
3;RM;1.5;0;0;0;5;t1est;1.467753;1.500000
3;RM;1.5;0;0;0;5;m0est;0.994013;1.000000
3;RM;1.5;0;0;0;5;bbya;2.119685;2.000000
4;RM;1.5;0;0;0;5;t1est;1.540971;1.500000
4;RM;1.5;0;0;0;5;m0est;1.064146;1.000000
4;RM;1.5;0;0;0;5;bbya;2.101503;2.000000
5;RM;1.5;0;0;0;5;t1est;1.564392;1.500000
5;RM;1.5;0;0;0;5;m0est;1.010532;1.000000
5;RM;1.5;0;0;0;5;bbya;2.109117;2.000000
6;RM;1.5;0;0;0;5;t1est;1.656989;1.500000
6;RM;1.5;0;0;0;5;m0est;1.022097;1.000000
6;RM;1.5;0;0;0;5;bbya;2.147024;2.000000
7;RM;1.5;0;0;0;5;t1est;1.316683;1.500000
7;RM;1.5;0;0;0;5;m0est;0.954118;1.000000
7;RM;1.5;0;0;0;5;bbya;2.098896;2.000000
8;RM;1.5;0;0;0;5;t1est;1.512809;1.500000
8;RM;1.5;0;0;0;5;m0est;1.047827;1.000000
8;RM;1.5;0;0;0;5;bbya;1.980208;2.000000
9;RM;1.5;0;0;0;5;t1est;1.532685;1.500000
9;RM;1.5;0;0;0;5;m0est;1.020099;1.000000
9;RM;1.5;0;0;0;5;bbya;2.012991;2.000000
10;RM;1.5;0;0;0;5;t1est;1.438754;1.500000
10;RM;1.5;0;0;0;5;m0est;1.077101;1.000000
10;RM;1.5;0;0;0;5;bbya;1.872534;2.000000
1;RM;2;0;0;0;5;t1est;2.062012;2.000000
1;RM;2;0;0;0;5;m0est;1.160194;1.000000
1;RM;2;0;0;0;5;bbya;1.868631;2.000000
2;RM;2;0;0;0;5;t1est;1.981315;2.000000
2;RM;2;0;0;0;5;m0est;0.989602;1.000000
2;RM;2;0;0;0;5;bbya;2.065255;2.000000
3;RM;2;0;0;0;5;t1est;1.825556;2.000000
3;RM;2;0;0;0;5;m0est;1.064124;1.000000
3;RM;2;0;0;0;5;bbya;1.878026;2.000000
4;RM;2;0;0;0;5;t1est;2.007027;2.000000
4;RM;2;0;0;0;5;m0est;1.090301;1.000000
4;RM;2;0;0;0;5;bbya;1.904299;2.000000
5;RM;2;0;0;0;5;t1est;2.211615;2.000000
5;RM;2;0;0;0;5;m0est;1.079539;1.000000
5;RM;2;0;0;0;5;bbya;1.990847;2.000000
6;RM;2;0;0;0;5;t1est;2.081546;2.000000
6;RM;2;0;0;0;5;m0est;1.119422;1.000000
6;RM;2;0;0;0;5;bbya;1.880079;2.000000
7;RM;2;0;0;0;5;t1est;2.196578;2.000000
7;RM;2;0;0;0;5;m0est;0.972445;1.000000
7;RM;2;0;0;0;5;bbya;2.252284;2.000000
8;RM;2;0;0;0;5;t1est;2.135072;2.000000
8;RM;2;0;0;0;5;m0est;1.077491;1.000000
8;RM;2;0;0;0;5;bbya;1.992561;2.000000
9;RM;2;0;0;0;5;t1est;2.123887;2.000000
9;RM;2;0;0;0;5;m0est;1.114322;1.000000
9;RM;2;0;0;0;5;bbya;1.990264;2.000000
10;RM;2;0;0;0;5;t1est;1.811650;2.000000
10;RM;2;0;0;0;5;m0est;1.146870;1.000000
10;RM;2;0;0;0;5;bbya;1.819277;2.000000
1;RM;2.5;0;0;0;5;t1est;2.689514;2.500000
1;RM;2.5;0;0;0;5;m0est;0.897127;1.000000
1;RM;2.5;0;0;0;5;bbya;2.301152;2.000000
2;RM;2.5;0;0;0;5;t1est;2.501298;2.500000
2;RM;2.5;0;0;0;5;m0est;0.959900;1.000000
2;RM;2.5;0;0;0;5;bbya;2.163256;2.000000
3;RM;2.5;0;0;0;5;t1est;2.619711;2.500000
3;RM;2.5;0;0;0;5;m0est;1.011802;1.000000
3;RM;2.5;0;0;0;5;bbya;2.053496;2.000000
4;RM;2.5;0;0;0;5;t1est;2.464041;2.500000
4;RM;2.5;0;0;0;5;m0est;1.015719;1.000000
4;RM;2.5;0;0;0;5;bbya;2.069465;2.000000
5;RM;2.5;0;0;0;5;t1est;2.487843;2.500000
5;RM;2.5;0;0;0;5;m0est;1.102509;1.000000
5;RM;2.5;0;0;0;5;bbya;1.939329;2.000000
6;RM;2.5;0;0;0;5;t1est;2.652320;2.500000
6;RM;2.5;0;0;0;5;m0est;0.990577;1.000000
6;RM;2.5;0;0;0;5;bbya;2.179703;2.000000
7;RM;2.5;0;0;0;5;t1est;2.347970;2.500000
7;RM;2.5;0;0;0;5;m0est;1.092946;1.000000
7;RM;2.5;0;0;0;5;bbya;1.879910;2.000000
8;RM;2.5;0;0;0;5;t1est;2.434445;2.500000
8;RM;2.5;0;0;0;5;m0est;0.993199;1.000000
8;RM;2.5;0;0;0;5;bbya;2.052979;2.000000
9;RM;2.5;0;0;0;5;t1est;2.481723;2.500000
9;RM;2.5;0;0;0;5;m0est;0.965241;1.000000
9;RM;2.5;0;0;0;5;bbya;2.156192;2.000000
10;RM;2.5;0;0;0;5;t1est;2.570658;2.500000
10;RM;2.5;0;0;0;5;m0est;1.114116;1.000000
10;RM;2.5;0;0;0;5;bbya;1.874811;2.000000
1;RM;0.5;45;0;0;5;t1est;0.512106;0.500000
1;RM;0.5;45;0;0;5;m0est;0.997358;1.000000
1;RM;0.5;45;0;0;5;bbya;1.964709;2.000000
2;RM;0.5;45;0;0;5;t1est;0.628124;0.500000
2;RM;0.5;45;0;0;5;m0est;1.042530;1.000000
2;RM;0.5;45;0;0;5;bbya;2.174274;2.000000
3;RM;0.5;45;0;0;5;t1est;0.423122;0.500000
3;RM;0.5;45;0;0;5;m0est;1.009018;1.000000
3;RM;0.5;45;0;0;5;bbya;1.763710;2.000000
4;RM;0.5;45;0;0;5;t1est;0.485359;0.500000
4;RM;0.5;45;0;0;5;m0est;1.029612;1.000000
4;RM;0.5;45;0;0;5;bbya;1.934606;2.000000
5;RM;0.5;45;0;0;5;t1est;0.531523;0.500000
5;RM;0.5;45;0;0;5;m0est;1.028233;1.000000
5;RM;0.5;45;0;0;5;bbya;2.137082;2.000000
6;RM;0.5;45;0;0;5;t1est;0.526062;0.500000
6;RM;0.5;45;0;0;5;m0est;1.024511;1.000000
6;RM;0.5;45;0;0;5;bbya;2.211268;2.000000
7;RM;0.5;45;0;0;5;t1est;0.534172;0.500000
7;RM;0.5;45;0;0;5;m0est;1.046092;1.000000
7;RM;0.5;45;0;0;5;bbya;1.961377;2.000000
8;RM;0.5;45;0;0;5;t1est;0.550232;0.500000
8;RM;0.5;45;0;0;5;m0est;0.996025;1.000000
8;RM;0.5;45;0;0;5;bbya;2.082225;2.000000
9;RM;0.5;45;0;0;5;t1est;0.548001;0.500000
9;RM;0.5;45;0;0;5;m0est;0.985684;1.000000
9;RM;0.5;45;0;0;5;bbya;2.196838;2.000000
10;RM;0.5;45;0;0;5;t1est;0.483570;0.500000
10;RM;0.5;45;0;0;5;m0est;1.026484;1.000000
10;RM;0.5;45;0;0;5;bbya;1.961219;2.000000
1;RM;1;45;0;0;5;t1est;1.097449;1.000000
1;RM;1;45;0;0;5;m0est;1.039593;1.000000
1;RM;1;45;0;0;5;bbya;2.029320;2.000000
2;RM;1;45;0;0;5;t1est;1.065289;1.000000
2;RM;1;45;0;0;5;m0est;1.016257;1.000000
2;RM;1;45;0;0;5;bbya;2.121294;2.000000
3;RM;1;45;0;0;5;t1est;0.974220;1.000000
3;RM;1;45;0;0;5;m0est;0.998883;1.000000
3;RM;1;45;0;0;5;bbya;2.096650;2.000000
4;RM;1;45;0;0;5;t1est;1.104995;1.000000
4;RM;1;45;0;0;5;m0est;1.033674;1.000000
4;RM;1;45;0;0;5;bbya;1.975766;2.000000
5;RM;1;45;0;0;5;t1est;1.135344;1.000000
5;RM;1;45;0;0;5;m0est;1.039103;1.000000
5;RM;1;45;0;0;5;bbya;2.094429;2.000000
6;RM;1;45;0;0;5;t1est;0.926983;1.000000
6;RM;1;45;0;0;5;m0est;1.069367;1.000000
6;RM;1;45;0;0;5;bbya;1.876787;2.000000
7;RM;1;45;0;0;5;t1est;0.967741;1.000000
7;RM;1;45;0;0;5;m0est;1.004095;1.000000
7;RM;1;45;0;0;5;bbya;1.982125;2.000000
8;RM;1;45;0;0;5;t1est;0.937210;1.000000
8;RM;1;45;0;0;5;m0est;1.021840;1.000000
8;RM;1;45;0;0;5;bbya;1.966527;2.000000
9;RM;1;45;0;0;5;t1est;1.074070;1.000000
9;RM;1;45;0;0;5;m0est;1.038377;1.000000
9;RM;1;45;0;0;5;bbya;2.074558;2.000000
10;RM;1;45;0;0;5;t1est;1.049615;1.000000
10;RM;1;45;0;0;5;m0est;1.001041;1.000000
10;RM;1;45;0;0;5;bbya;2.094625;2.000000
1;RM;1.5;45;0;0;5;t1est;1.310848;1.500000
1;RM;1.5;45;0;0;5;m0est;1.069255;1.000000
1;RM;1.5;45;0;0;5;bbya;1.802026;2.000000
2;RM;1.5;45;0;0;5;t1est;1.338767;1.500000
2;RM;1.5;45;0;0;5;m0est;1.006921;1.000000
2;RM;1.5;45;0;0;5;bbya;2.005734;2.000000
3;RM;1.5;45;0;0;5;t1est;1.632484;1.500000
3;RM;1.5;45;0;0;5;m0est;1.088186;1.000000
3;RM;1.5;45;0;0;5;bbya;1.987751;2.000000
4;RM;1.5;45;0;0;5;t1est;1.368522;1.500000
4;RM;1.5;45;0;0;5;m0est;1.014138;1.000000
4;RM;1.5;45;0;0;5;bbya;1.999501;2.000000
5;RM;1.5;45;0;0;5;t1est;1.430321;1.500000
5;RM;1.5;45;0;0;5;m0est;1.003053;1.000000
5;RM;1.5;45;0;0;5;bbya;2.178413;2.000000
6;RM;1.5;45;0;0;5;t1est;1.551597;1.500000
6;RM;1.5;45;0;0;5;m0est;0.951618;1.000000
6;RM;1.5;45;0;0;5;bbya;2.241328;2.000000
7;RM;1.5;45;0;0;5;t1est;1.656839;1.500000
7;RM;1.5;45;0;0;5;m0est;1.014930;1.000000
7;RM;1.5;45;0;0;5;bbya;2.045232;2.000000
8;RM;1.5;45;0;0;5;t1est;1.576139;1.500000
8;RM;1.5;45;0;0;5;m0est;1.088836;1.000000
8;RM;1.5;45;0;0;5;bbya;1.963698;2.000000
9;RM;1.5;45;0;0;5;t1est;1.472332;1.500000
9;RM;1.5;45;0;0;5;m0est;1.033806;1.000000
9;RM;1.5;45;0;0;5;bbya;1.995244;2.000000
10;RM;1.5;45;0;0;5;t1est;1.512293;1.500000
10;RM;1.5;45;0;0;5;m0est;1.055941;1.000000
10;RM;1.5;45;0;0;5;bbya;1.976674;2.000000
1;RM;2;45;0;0;5;t1est;2.022044;2.000000
1;RM;2;45;0;0;5;m0est;1.024949;1.000000
1;RM;2;45;0;0;5;bbya;2.009554;2.000000
2;RM;2;45;0;0;5;t1est;2.271902;2.000000
2;RM;2;45;0;0;5;m0est;1.021372;1.000000
2;RM;2;45;0;0;5;bbya;2.216370;2.000000
3;RM;2;45;0;0;5;t1est;2.080453;2.000000
3;RM;2;45;0;0;5;m0est;1.072021;1.000000
3;RM;2;45;0;0;5;bbya;2.003700;2.000000
4;RM;2;45;0;0;5;t1est;2.028865;2.000000
4;RM;2;45;0;0;5;m0est;1.019469;1.000000
4;RM;2;45;0;0;5;bbya;1.999048;2.000000
5;RM;2;45;0;0;5;t1est;1.974371;2.000000
5;RM;2;45;0;0;5;m0est;0.979792;1.000000
5;RM;2;45;0;0;5;bbya;2.037435;2.000000
6;RM;2;45;0;0;5;t1est;2.108138;2.000000
6;RM;2;45;0;0;5;m0est;1.085881;1.000000
6;RM;2;45;0;0;5;bbya;2.004781;2.000000
7;RM;2;45;0;0;5;t1est;2.006077;2.000000
7;RM;2;45;0;0;5;m0est;1.023366;1.000000
7;RM;2;45;0;0;5;bbya;2.092874;2.000000
8;RM;2;45;0;0;5;t1est;1.987801;2.000000
8;RM;2;45;0;0;5;m0est;1.046736;1.000000
8;RM;2;45;0;0;5;bbya;1.940045;2.000000
9;RM;2;45;0;0;5;t1est;2.069379;2.000000
9;RM;2;45;0;0;5;m0est;1.039250;1.000000
9;RM;2;45;0;0;5;bbya;2.136960;2.000000
10;RM;2;45;0;0;5;t1est;2.193865;2.000000
10;RM;2;45;0;0;5;m0est;1.123733;1.000000
10;RM;2;45;0;0;5;bbya;1.929177;2.000000
1;RM;2.5;45;0;0;5;t1est;2.482289;2.500000
1;RM;2.5;45;0;0;5;m0est;1.241839;1.000000
1;RM;2.5;45;0;0;5;bbya;1.784940;2.000000
2;RM;2.5;45;0;0;5;t1est;2.501485;2.500000
2;RM;2.5;45;0;0;5;m0est;1.020201;1.000000
2;RM;2.5;45;0;0;5;bbya;2.153296;2.000000
3;RM;2.5;45;0;0;5;t1est;2.473385;2.500000
3;RM;2.5;45;0;0;5;m0est;1.107302;1.000000
3;RM;2.5;45;0;0;5;bbya;1.914421;2.000000
4;RM;2.5;45;0;0;5;t1est;2.440484;2.500000
4;RM;2.5;45;0;0;5;m0est;1.176368;1.000000
4;RM;2.5;45;0;0;5;bbya;1.781384;2.000000
5;RM;2.5;45;0;0;5;t1est;2.359093;2.500000
5;RM;2.5;45;0;0;5;m0est;1.011932;1.000000
5;RM;2.5;45;0;0;5;bbya;2.002295;2.000000
6;RM;2.5;45;0;0;5;t1est;2.482010;2.500000
6;RM;2.5;45;0;0;5;m0est;1.038921;1.000000
6;RM;2.5;45;0;0;5;bbya;2.108455;2.000000
7;RM;2.5;45;0;0;5;t1est;2.620767;2.500000
7;RM;2.5;45;0;0;5;m0est;1.248914;1.000000
7;RM;2.5;45;0;0;5;bbya;1.754598;2.000000
8;RM;2.5;45;0;0;5;t1est;2.456802;2.500000
8;RM;2.5;45;0;0;5;m0est;1.002545;1.000000
8;RM;2.5;45;0;0;5;bbya;2.044164;2.000000
9;RM;2.5;45;0;0;5;t1est;2.366823;2.500000
9;RM;2.5;45;0;0;5;m0est;1.073155;1.000000
9;RM;2.5;45;0;0;5;bbya;1.875482;2.000000
1;RM;0.5;90;0;0;5;t1est;0.460272;0.500000
1;RM;0.5;90;0;0;5;m0est;1.045381;1.000000
1;RM;0.5;90;0;0;5;bbya;1.833388;2.000000
2;RM;0.5;90;0;0;5;t1est;0.498996;0.500000
2;RM;0.5;90;0;0;5;m0est;1.074711;1.000000
2;RM;0.5;90;0;0;5;bbya;1.916659;2.000000
