vox;algo;r1;ph;wf;ntf;snr;param;evalue;tvalue
1;NC;1;315;0;0;3;phest;-43.864868;315.000000
1;NC;1;315;0;0;3;m0est;1.037569;1.000000
2;NC;1;315;0;0;3;t1est;0.998287;1.000000
2;NC;1;315;0;0;3;bbya;1.895724;2.000000
2;NC;1;315;0;0;3;phest;-44.950607;315.000000
2;NC;1;315;0;0;3;m0est;1.000663;1.000000
3;NC;1;315;0;0;3;t1est;1.035851;1.000000
3;NC;1;315;0;0;3;bbya;2.030711;2.000000
3;NC;1;315;0;0;3;phest;-45.027534;315.000000
3;NC;1;315;0;0;3;m0est;0.993713;1.000000
4;NC;1;315;0;0;3;t1est;1.122102;1.000000
4;NC;1;315;0;0;3;bbya;1.998653;2.000000
4;NC;1;315;0;0;3;phest;-50.140789;315.000000
4;NC;1;315;0;0;3;m0est;1.019331;1.000000
5;NC;1;315;0;0;3;t1est;1.123034;1.000000
5;NC;1;315;0;0;3;bbya;1.757606;2.000000
5;NC;1;315;0;0;3;phest;-45.373108;315.000000
5;NC;1;315;0;0;3;m0est;1.115209;1.000000
6;NC;1;315;0;0;3;t1est;1.104162;1.000000
6;NC;1;315;0;0;3;bbya;1.848822;2.000000
6;NC;1;315;0;0;3;phest;-44.245148;315.000000
6;NC;1;315;0;0;3;m0est;1.067547;1.000000
7;NC;1;315;0;0;3;t1est;0.907304;1.000000
7;NC;1;315;0;0;3;bbya;1.828506;2.000000
7;NC;1;315;0;0;3;phest;-46.735897;315.000000
7;NC;1;315;0;0;3;m0est;1.054356;1.000000
8;NC;1;315;0;0;3;t1est;0.953386;1.000000
8;NC;1;315;0;0;3;bbya;1.992633;2.000000
8;NC;1;315;0;0;3;phest;-44.421604;315.000000
8;NC;1;315;0;0;3;m0est;0.957464;1.000000
9;NC;1;315;0;0;3;t1est;1.044349;1.000000
9;NC;1;315;0;0;3;bbya;2.072792;2.000000
9;NC;1;315;0;0;3;phest;-47.564224;315.000000
9;NC;1;315;0;0;3;m0est;1.003647;1.000000
10;NC;1;315;0;0;3;t1est;1.101510;1.000000
10;NC;1;315;0;0;3;bbya;1.862936;2.000000
10;NC;1;315;0;0;3;phest;-40.314331;315.000000
10;NC;1;315;0;0;3;m0est;1.050324;1.000000
1;NC;1.5;315;0;0;3;t1est;1.610535;1.500000
1;NC;1.5;315;0;0;3;bbya;2.005382;2.000000
1;NC;1.5;315;0;0;3;phest;-46.151337;315.000000
1;NC;1.5;315;0;0;3;m0est;1.101809;1.000000
2;NC;1.5;315;0;0;3;t1est;1.837702;1.500000
2;NC;1.5;315;0;0;3;bbya;2.366141;2.000000
2;NC;1.5;315;0;0;3;phest;-43.795441;315.000000
2;NC;1.5;315;0;0;3;m0est;0.951890;1.000000
3;NC;1.5;315;0;0;3;t1est;1.490773;1.500000
3;NC;1.5;315;0;0;3;bbya;2.167088;2.000000
3;NC;1.5;315;0;0;3;phest;-44.136723;315.000000
3;NC;1.5;315;0;0;3;m0est;0.900468;1.000000
4;NC;1.5;315;0;0;3;t1est;1.489054;1.500000
4;NC;1.5;315;0;0;3;bbya;1.890200;2.000000
4;NC;1.5;315;0;0;3;phest;-43.733665;315.000000
4;NC;1.5;315;0;0;3;m0est;1.063483;1.000000
5;NC;1.5;315;0;0;3;t1est;1.700874;1.500000
5;NC;1.5;315;0;0;3;bbya;2.387905;2.000000
5;NC;1.5;315;0;0;3;phest;-47.144131;315.000000
5;NC;1.5;315;0;0;3;m0est;0.947998;1.000000
6;NC;1.5;315;0;0;3;t1est;1.437409;1.500000
6;NC;1.5;315;0;0;3;bbya;1.766868;2.000000
6;NC;1.5;315;0;0;3;phest;-44.667267;315.000000
6;NC;1.5;315;0;0;3;m0est;1.091291;1.000000
7;NC;1.5;315;0;0;3;t1est;1.400077;1.500000
7;NC;1.5;315;0;0;3;bbya;2.144435;2.000000
7;NC;1.5;315;0;0;3;phest;-40.502613;315.000000
7;NC;1.5;315;0;0;3;m0est;0.899231;1.000000
8;NC;1.5;315;0;0;3;t1est;1.357571;1.500000
8;NC;1.5;315;0;0;3;bbya;1.807121;2.000000
8;NC;1.5;315;0;0;3;phest;-42.344368;315.000000
8;NC;1.5;315;0;0;3;m0est;1.028281;1.000000
9;NC;1.5;315;0;0;3;t1est;1.506064;1.500000
9;NC;1.5;315;0;0;3;bbya;2.018036;2.000000
9;NC;1.5;315;0;0;3;phest;-41.839108;315.000000
9;NC;1.5;315;0;0;3;m0est;1.033763;1.000000
10;NC;1.5;315;0;0;3;t1est;1.521122;1.500000
10;NC;1.5;315;0;0;3;bbya;2.110177;2.000000
10;NC;1.5;315;0;0;3;phest;-47.942318;315.000000
10;NC;1.5;315;0;0;3;m0est;0.994985;1.000000
1;NC;2;315;0;0;3;t1est;2.155705;2.000000
1;NC;2;315;0;0;3;bbya;2.059048;2.000000
1;NC;2;315;0;0;3;phest;-44.132969;315.000000
1;NC;2;315;0;0;3;m0est;1.033448;1.000000
2;NC;2;315;0;0;3;t1est;2.228037;2.000000
2;NC;2;315;0;0;3;bbya;2.173523;2.000000
2;NC;2;315;0;0;3;phest;-46.574673;315.000000
2;NC;2;315;0;0;3;m0est;0.952015;1.000000
3;NC;2;315;0;0;3;t1est;1.801587;2.000000
3;NC;2;315;0;0;3;bbya;1.906505;2.000000
3;NC;2;315;0;0;3;phest;-45.464596;315.000000
3;NC;2;315;0;0;3;m0est;0.966610;1.000000
4;NC;2;315;0;0;3;t1est;1.786658;2.000000
4;NC;2;315;0;0;3;bbya;1.754053;2.000000
4;NC;2;315;0;0;3;phest;-43.335064;315.000000
4;NC;2;315;0;0;3;m0est;1.076772;1.000000
5;NC;2;315;0;0;3;t1est;1.843167;2.000000
5;NC;2;315;0;0;3;bbya;2.212765;2.000000
5;NC;2;315;0;0;3;phest;-45.772789;315.000000
5;NC;2;315;0;0;3;m0est;0.910561;1.000000
6;NC;2;315;0;0;3;t1est;1.924539;2.000000
6;NC;2;315;0;0;3;bbya;1.856492;2.000000
6;NC;2;315;0;0;3;phest;-42.441101;315.000000
6;NC;2;315;0;0;3;m0est;1.092991;1.000000
7;NC;2;315;0;0;3;t1est;2.059680;2.000000
7;NC;2;315;0;0;3;bbya;2.134664;2.000000
7;NC;2;315;0;0;3;phest;-47.398304;315.000000
7;NC;2;315;0;0;3;m0est;0.961215;1.000000
8;NC;2;315;0;0;3;t1est;1.920969;2.000000
8;NC;2;315;0;0;3;bbya;1.697239;2.000000
8;NC;2;315;0;0;3;phest;-44.009426;315.000000
8;NC;2;315;0;0;3;m0est;1.165737;1.000000
9;NC;2;315;0;0;3;t1est;2.074257;2.000000
9;NC;2;315;0;0;3;bbya;2.300816;2.000000
9;NC;2;315;0;0;3;phest;-43.474419;315.000000
9;NC;2;315;0;0;3;m0est;0.871574;1.000000
10;NC;2;315;0;0;3;t1est;2.020890;2.000000
10;NC;2;315;0;0;3;bbya;1.797625;2.000000
10;NC;2;315;0;0;3;phest;-45.697834;315.000000
10;NC;2;315;0;0;3;m0est;1.066865;1.000000
1;NC;2.5;315;0;0;3;t1est;2.639751;2.500000
1;NC;2.5;315;0;0;3;bbya;2.223324;2.000000
1;NC;2.5;315;0;0;3;phest;-45.187511;315.000000
1;NC;2.5;315;0;0;3;m0est;0.938164;1.000000
2;NC;2.5;315;0;0;3;t1est;2.333018;2.500000
2;NC;2.5;315;0;0;3;bbya;2.119744;2.000000
2;NC;2.5;315;0;0;3;phest;-46.626244;315.000000
2;NC;2.5;315;0;0;3;m0est;0.926587;1.000000
3;NC;2.5;315;0;0;3;t1est;2.310890;2.500000
3;NC;2.5;315;0;0;3;bbya;1.818308;2.000000
3;NC;2.5;315;0;0;3;phest;-45.845783;315.000000
3;NC;2.5;315;0;0;3;m0est;1.038200;1.000000
4;NC;2.5;315;0;0;3;t1est;2.501773;2.500000
4;NC;2.5;315;0;0;3;bbya;1.917669;2.000000
4;NC;2.5;315;0;0;3;phest;-47.963985;315.000000
4;NC;2.5;315;0;0;3;m0est;1.049217;1.000000
5;NC;2.5;315;0;0;3;t1est;2.552611;2.500000
5;NC;2.5;315;0;0;3;bbya;2.013056;2.000000
5;NC;2.5;315;0;0;3;phest;-41.982723;315.000000
5;NC;2.5;315;0;0;3;m0est;0.952028;1.000000
6;NC;2.5;315;0;0;3;t1est;2.765750;2.500000
6;NC;2.5;315;0;0;3;bbya;2.100177;2.000000
6;NC;2.5;315;0;0;3;phest;-46.831692;315.000000
6;NC;2.5;315;0;0;3;m0est;0.961108;1.000000
7;NC;2.5;315;0;0;3;t1est;2.428391;2.500000
7;NC;2.5;315;0;0;3;bbya;2.092006;2.000000
7;NC;2.5;315;0;0;3;phest;-46.648216;315.000000
7;NC;2.5;315;0;0;3;m0est;0.909964;1.000000
8;NC;2.5;315;0;0;3;t1est;2.617463;2.500000
8;NC;2.5;315;0;0;3;bbya;2.186235;2.000000
8;NC;2.5;315;0;0;3;phest;-52.235676;315.000000
8;NC;2.5;315;0;0;3;m0est;0.902752;1.000000
9;NC;2.5;315;0;0;3;t1est;2.360056;2.500000
9;NC;2.5;315;0;0;3;bbya;2.022800;2.000000
9;NC;2.5;315;0;0;3;phest;-49.521309;315.000000
9;NC;2.5;315;0;0;3;m0est;0.938918;1.000000
10;NC;2.5;315;0;0;3;t1est;2.531837;2.500000
10;NC;2.5;315;0;0;3;bbya;1.906521;2.000000
10;NC;2.5;315;0;0;3;phest;-46.182064;315.000000
10;NC;2.5;315;0;0;3;m0est;1.039171;1.000000
1;NC;0.5;0;0;0;2;t1est;0.462346;0.500000
1;NC;0.5;0;0;0;2;bbya;1.739121;2.000000
1;NC;0.5;0;0;0;2;phest;0.801779;0.000000
1;NC;0.5;0;0;0;2;m0est;1.006627;1.000000
2;NC;0.5;0;0;0;2;t1est;0.175957;0.500000
2;NC;0.5;0;0;0;2;bbya;1.376552;2.000000
2;NC;0.5;0;0;0;2;phest;1.507921;0.000000
2;NC;0.5;0;0;0;2;m0est;0.987124;1.000000
3;NC;0.5;0;0;0;2;t1est;0.318079;0.500000
3;NC;0.5;0;0;0;2;bbya;1.531249;2.000000
3;NC;0.5;0;0;0;2;phest;0.318458;0.000000
3;NC;0.5;0;0;0;2;m0est;1.028046;1.000000
4;NC;0.5;0;0;0;2;t1est;0.594292;0.500000
4;NC;0.5;0;0;0;2;bbya;2.072840;2.000000
4;NC;0.5;0;0;0;2;phest;-1.196723;0.000000
4;NC;0.5;0;0;0;2;m0est;1.059028;1.000000
5;NC;0.5;0;0;0;2;t1est;0.372934;0.500000
5;NC;0.5;0;0;0;2;bbya;1.899319;2.000000
5;NC;0.5;0;0;0;2;phest;0.042643;0.000000
5;NC;0.5;0;0;0;2;m0est;1.072825;1.000000
6;NC;0.5;0;0;0;2;t1est;0.500923;0.500000
6;NC;0.5;0;0;0;2;bbya;2.174247;2.000000
6;NC;0.5;0;0;0;2;phest;-0.616826;0.000000
6;NC;0.5;0;0;0;2;m0est;0.997432;1.000000
7;NC;0.5;0;0;0;2;t1est;0.470822;0.500000
7;NC;0.5;0;0;0;2;bbya;1.545402;2.000000
7;NC;0.5;0;0;0;2;phest;0.721835;0.000000
7;NC;0.5;0;0;0;2;m0est;0.995527;1.000000
8;NC;0.5;0;0;0;2;t1est;0.614798;0.500000
8;NC;0.5;0;0;0;2;bbya;2.177238;2.000000
8;NC;0.5;0;0;0;2;phest;-2.122366;0.000000
8;NC;0.5;0;0;0;2;m0est;0.991064;1.000000
9;NC;0.5;0;0;0;2;t1est;0.333379;0.500000
9;NC;0.5;0;0;0;2;bbya;1.568756;2.000000
9;NC;0.5;0;0;0;2;phest;-0.901503;0.000000
9;NC;0.5;0;0;0;2;m0est;1.003878;1.000000
10;NC;0.5;0;0;0;2;t1est;0.725314;0.500000
10;NC;0.5;0;0;0;2;bbya;2.332899;2.000000
10;NC;0.5;0;0;0;2;phest;-0.972776;0.000000
10;NC;0.5;0;0;0;2;m0est;1.023546;1.000000
1;NC;1;0;0;0;2;t1est;1.057971;1.000000
1;NC;1;0;0;0;2;bbya;1.999327;2.000000
1;NC;1;0;0;0;2;phest;-8.122621;0.000000
1;NC;1;0;0;0;2;m0est;1.036309;1.000000
2;NC;1;0;0;0;2;t1est;1.099684;1.000000
2;NC;1;0;0;0;2;bbya;1.957878;2.000000
2;NC;1;0;0;0;2;phest;-0.587306;0.000000
2;NC;1;0;0;0;2;m0est;1.027939;1.000000
3;NC;1;0;0;0;2;t1est;0.915160;1.000000
3;NC;1;0;0;0;2;bbya;2.019462;2.000000
3;NC;1;0;0;0;2;phest;-0.882341;0.000000
3;NC;1;0;0;0;2;m0est;0.965515;1.000000
4;NC;1;0;0;0;2;t1est;0.966371;1.000000
4;NC;1;0;0;0;2;bbya;1.982452;2.000000
4;NC;1;0;0;0;2;phest;-2.392071;0.000000
4;NC;1;0;0;0;2;m0est;1.025224;1.000000
5;NC;1;0;0;0;2;t1est;0.912021;1.000000
5;NC;1;0;0;0;2;bbya;1.897279;2.000000
5;NC;1;0;0;0;2;phest;0.926872;0.000000
5;NC;1;0;0;0;2;m0est;1.071265;1.000000
6;NC;1;0;0;0;2;t1est;1.268677;1.000000
6;NC;1;0;0;0;2;bbya;2.777989;2.000000
6;NC;1;0;0;0;2;phest;-2.668601;0.000000
6;NC;1;0;0;0;2;m0est;0.952528;1.000000
7;NC;1;0;0;0;2;t1est;1.222758;1.000000
7;NC;1;0;0;0;2;bbya;2.120076;2.000000
7;NC;1;0;0;0;2;phest;2.506580;0.000000
7;NC;1;0;0;0;2;m0est;1.123209;1.000000
8;NC;1;0;0;0;2;t1est;0.911846;1.000000
8;NC;1;0;0;0;2;bbya;1.939549;2.000000
8;NC;1;0;0;0;2;phest;-2.285139;0.000000
8;NC;1;0;0;0;2;m0est;0.923249;1.000000
9;NC;1;0;0;0;2;t1est;0.981514;1.000000
9;NC;1;0;0;0;2;bbya;2.103699;2.000000
9;NC;1;0;0;0;2;phest;0.843632;0.000000
9;NC;1;0;0;0;2;m0est;1.041865;1.000000
10;NC;1;0;0;0;2;t1est;1.113844;1.000000
10;NC;1;0;0;0;2;bbya;2.118491;2.000000
10;NC;1;0;0;0;2;phest;1.463750;0.000000
10;NC;1;0;0;0;2;m0est;1.074336;1.000000
1;NC;1.5;0;0;0;2;t1est;1.741684;1.500000
1;NC;1.5;0;0;0;2;bbya;2.378324;2.000000
1;NC;1.5;0;0;0;2;phest;1.068536;0.000000
1;NC;1.5;0;0;0;2;m0est;0.976102;1.000000
2;NC;1.5;0;0;0;2;t1est;1.458299;1.500000
2;NC;1.5;0;0;0;2;bbya;1.930148;2.000000
2;NC;1.5;0;0;0;2;phest;6.138391;0.000000
2;NC;1.5;0;0;0;2;m0est;1.021514;1.000000
3;NC;1.5;0;0;0;2;t1est;1.502515;1.500000
3;NC;1.5;0;0;0;2;bbya;1.979504;2.000000
3;NC;1.5;0;0;0;2;phest;-3.296659;0.000000
3;NC;1.5;0;0;0;2;m0est;0.991855;1.000000
4;NC;1.5;0;0;0;2;t1est;1.568848;1.500000
4;NC;1.5;0;0;0;2;bbya;2.127344;2.000000
4;NC;1.5;0;0;0;2;phest;1.668635;0.000000
4;NC;1.5;0;0;0;2;m0est;1.017304;1.000000
5;NC;1.5;0;0;0;2;t1est;1.809715;1.500000
5;NC;1.5;0;0;0;2;bbya;2.174531;2.000000
5;NC;1.5;0;0;0;2;phest;-1.309164;0.000000
5;NC;1.5;0;0;0;2;m0est;0.940771;1.000000
6;NC;1.5;0;0;0;2;t1est;1.339558;1.500000
6;NC;1.5;0;0;0;2;bbya;1.861392;2.000000
6;NC;1.5;0;0;0;2;phest;-3.501218;0.000000
6;NC;1.5;0;0;0;2;m0est;0.978842;1.000000
7;NC;1.5;0;0;0;2;t1est;1.350702;1.500000
7;NC;1.5;0;0;0;2;bbya;1.831323;2.000000
7;NC;1.5;0;0;0;2;phest;-6.024460;0.000000
7;NC;1.5;0;0;0;2;m0est;1.001773;1.000000
8;NC;1.5;0;0;0;2;t1est;1.083357;1.500000
8;NC;1.5;0;0;0;2;bbya;1.781745;2.000000
8;NC;1.5;0;0;0;2;phest;0.169405;0.000000
8;NC;1.5;0;0;0;2;m0est;0.935976;1.000000
9;NC;1.5;0;0;0;2;t1est;1.324879;1.500000
9;NC;1.5;0;0;0;2;bbya;2.281585;2.000000
9;NC;1.5;0;0;0;2;phest;2.466225;0.000000
9;NC;1.5;0;0;0;2;m0est;0.850053;1.000000
10;NC;1.5;0;0;0;2;t1est;1.419305;1.500000
10;NC;1.5;0;0;0;2;bbya;2.255496;2.000000
10;NC;1.5;0;0;0;2;phest;1.522015;0.000000
10;NC;1.5;0;0;0;2;m0est;0.985403;1.000000
1;NC;2;0;0;0;2;t1est;2.134257;2.000000
1;NC;2;0;0;0;2;bbya;2.196444;2.000000
1;NC;2;0;0;0;2;phest;-1.141893;0.000000
1;NC;2;0;0;0;2;m0est;0.946570;1.000000
2;NC;2;0;0;0;2;t1est;1.800222;2.000000
2;NC;2;0;0;0;2;bbya;1.667588;2.000000
2;NC;2;0;0;0;2;phest;-0.558617;0.000000
2;NC;2;0;0;0;2;m0est;1.171874;1.000000
3;NC;2;0;0;0;2;t1est;2.259017;2.000000
3;NC;2;0;0;0;2;bbya;2.145408;2.000000
3;NC;2;0;0;0;2;phest;-3.266784;0.000000
3;NC;2;0;0;0;2;m0est;1.060430;1.000000
4;NC;2;0;0;0;2;t1est;1.840767;2.000000
4;NC;2;0;0;0;2;bbya;1.873918;2.000000
4;NC;2;0;0;0;2;phest;-6.097873;0.000000
4;NC;2;0;0;0;2;m0est;1.020674;1.000000
5;NC;2;0;0;0;2;t1est;2.315117;2.000000
5;NC;2;0;0;0;2;bbya;1.764659;2.000000
5;NC;2;0;0;0;2;phest;-6.835067;0.000000
5;NC;2;0;0;0;2;m0est;1.368696;1.000000
6;NC;2;0;0;0;2;t1est;2.364944;2.000000
6;NC;2;0;0;0;2;bbya;2.481352;2.000000
6;NC;2;0;0;0;2;phest;2.673783;0.000000
6;NC;2;0;0;0;2;m0est;0.949570;1.000000
7;NC;2;0;0;0;2;t1est;2.120813;2.000000
7;NC;2;0;0;0;2;bbya;2.433362;2.000000
7;NC;2;0;0;0;2;phest;-0.452037;0.000000
7;NC;2;0;0;0;2;m0est;0.885568;1.000000
8;NC;2;0;0;0;2;t1est;1.986699;2.000000
8;NC;2;0;0;0;2;bbya;1.790624;2.000000
8;NC;2;0;0;0;2;phest;-1.812914;0.000000
8;NC;2;0;0;0;2;m0est;1.068161;1.000000
9;NC;2;0;0;0;2;t1est;1.842362;2.000000
9;NC;2;0;0;0;2;bbya;2.373365;2.000000
9;NC;2;0;0;0;2;phest;-3.917762;0.000000
9;NC;2;0;0;0;2;m0est;0.797867;1.000000
10;NC;2;0;0;0;2;t1est;1.982282;2.000000
10;NC;2;0;0;0;2;bbya;2.212229;2.000000
10;NC;2;0;0;0;2;phest;4.544425;0.000000
10;NC;2;0;0;0;2;m0est;1.053895;1.000000
1;NC;2.5;0;0;0;2;t1est;2.797352;2.500000
1;NC;2.5;0;0;0;2;bbya;2.300889;2.000000
1;NC;2.5;0;0;0;2;phest;5.082689;0.000000
1;NC;2.5;0;0;0;2;m0est;0.944643;1.000000
2;NC;2.5;0;0;0;2;t1est;2.557366;2.500000
2;NC;2.5;0;0;0;2;bbya;2.408046;2.000000
2;NC;2.5;0;0;0;2;phest;1.400197;0.000000
2;NC;2.5;0;0;0;2;m0est;0.814778;1.000000
3;NC;2.5;0;0;0;2;t1est;2.542997;2.500000
3;NC;2.5;0;0;0;2;bbya;1.557913;2.000000
3;NC;2.5;0;0;0;2;phest;9.841850;0.000000
3;NC;2.5;0;0;0;2;m0est;1.525708;1.000000
4;NC;2.5;0;0;0;2;t1est;2.464087;2.500000
4;NC;2.5;0;0;0;2;bbya;2.322692;2.000000
4;NC;2.5;0;0;0;2;phest;1.159939;0.000000
4;NC;2.5;0;0;0;2;m0est;0.928851;1.000000
5;NC;2.5;0;0;0;2;t1est;2.427744;2.500000
5;NC;2.5;0;0;0;2;bbya;2.100912;2.000000
5;NC;2.5;0;0;0;2;phest;2.908233;0.000000
5;NC;2.5;0;0;0;2;m0est;1.079741;1.000000
6;NC;2.5;0;0;0;2;t1est;2.412096;2.500000
6;NC;2.5;0;0;0;2;bbya;2.365787;2.000000
6;NC;2.5;0;0;0;2;phest;6.403473;0.000000
6;NC;2.5;0;0;0;2;m0est;0.854167;1.000000
7;NC;2.5;0;0;0;2;t1est;2.570283;2.500000
7;NC;2.5;0;0;0;2;bbya;1.630054;2.000000
7;NC;2.5;0;0;0;2;phest;3.336765;0.000000
7;NC;2.5;0;0;0;2;m0est;1.296483;1.000000
8;NC;2.5;0;0;0;2;t1est;2.366588;2.500000
8;NC;2.5;0;0;0;2;bbya;2.013864;2.000000
8;NC;2.5;0;0;0;2;phest;1.399342;0.000000
8;NC;2.5;0;0;0;2;m0est;0.823064;1.000000
9;NC;2.5;0;0;0;2;t1est;2.516103;2.500000
9;NC;2.5;0;0;0;2;bbya;2.218832;2.000000
9;NC;2.5;0;0;0;2;phest;3.241753;0.000000
9;NC;2.5;0;0;0;2;m0est;1.007418;1.000000
1;NC;0.5;45;0;0;2;t1est;0.518743;0.500000
1;NC;0.5;45;0;0;2;bbya;2.216651;2.000000
1;NC;0.5;45;0;0;2;phest;48.465836;45.000000
1;NC;0.5;45;0;0;2;m0est;0.987301;1.000000
2;NC;0.5;45;0;0;2;t1est;0.497867;0.500000
2;NC;0.5;45;0;0;2;bbya;1.899919;2.000000
2;NC;0.5;45;0;0;2;phest;41.315479;45.000000
2;NC;0.5;45;0;0;2;m0est;0.947774;1.000000
3;NC;0.5;45;0;0;2;t1est;0.565926;0.500000
3;NC;0.5;45;0;0;2;bbya;2.457779;2.000000
3;NC;0.5;45;0;0;2;phest;42.173550;45.000000
3;NC;0.5;45;0;0;2;m0est;0.918313;1.000000
4;NC;0.5;45;0;0;2;t1est;0.450725;0.500000
4;NC;0.5;45;0;0;2;bbya;1.603410;2.000000
4;NC;0.5;45;0;0;2;phest;44.095734;45.000000
4;NC;0.5;45;0;0;2;m0est;1.041686;1.000000
5;NC;0.5;45;0;0;2;t1est;0.534899;0.500000
5;NC;0.5;45;0;0;2;bbya;2.083365;2.000000
5;NC;0.5;45;0;0;2;phest;44.452858;45.000000
5;NC;0.5;45;0;0;2;m0est;0.982186;1.000000
6;NC;0.5;45;0;0;2;t1est;0.512835;0.500000
6;NC;0.5;45;0;0;2;bbya;2.487932;2.000000
6;NC;0.5;45;0;0;2;phest;44.852207;45.000000
6;NC;0.5;45;0;0;2;m0est;0.957868;1.000000
7;NC;0.5;45;0;0;2;t1est;0.624457;0.500000
7;NC;0.5;45;0;0;2;bbya;1.696663;2.000000
7;NC;0.5;45;0;0;2;phest;48.954464;45.000000
7;NC;0.5;45;0;0;2;m0est;1.040153;1.000000
8;NC;0.5;45;0;0;2;t1est;0.609917;0.500000
8;NC;0.5;45;0;0;2;bbya;2.514471;2.000000
8;NC;0.5;45;0;0;2;phest;43.549728;45.000000
8;NC;0.5;45;0;0;2;m0est;0.950457;1.000000
9;NC;0.5;45;0;0;2;t1est;0.467286;0.500000
9;NC;0.5;45;0;0;2;bbya;1.610775;2.000000
9;NC;0.5;45;0;0;2;phest;48.004353;45.000000
9;NC;0.5;45;0;0;2;m0est;1.015244;1.000000
10;NC;0.5;45;0;0;2;t1est;0.384437;0.500000
10;NC;0.5;45;0;0;2;bbya;1.660276;2.000000
10;NC;0.5;45;0;0;2;phest;42.394531;45.000000
10;NC;0.5;45;0;0;2;m0est;0.948093;1.000000
1;NC;1;45;0;0;2;t1est;0.973835;1.000000
1;NC;1;45;0;0;2;bbya;1.772549;2.000000
1;NC;1;45;0;0;2;phest;44.901844;45.000000
1;NC;1;45;0;0;2;m0est;0.998379;1.000000
2;NC;1;45;0;0;2;t1est;1.180098;1.000000
2;NC;1;45;0;0;2;bbya;2.031884;2.000000
2;NC;1;45;0;0;2;phest;47.778179;45.000000
2;NC;1;45;0;0;2;m0est;1.001892;1.000000
3;NC;1;45;0;0;2;t1est;0.917168;1.000000
3;NC;1;45;0;0;2;bbya;1.729482;2.000000
3;NC;1;45;0;0;2;phest;45.135639;45.000000
3;NC;1;45;0;0;2;m0est;0.991087;1.000000
4;NC;1;45;0;0;2;t1est;1.092535;1.000000
4;NC;1;45;0;0;2;bbya;2.113757;2.000000
4;NC;1;45;0;0;2;phest;44.418095;45.000000
4;NC;1;45;0;0;2;m0est;1.026685;1.000000
5;NC;1;45;0;0;2;t1est;1.325437;1.000000
5;NC;1;45;0;0;2;bbya;2.345467;2.000000
5;NC;1;45;0;0;2;phest;52.886391;45.000000
5;NC;1;45;0;0;2;m0est;1.018441;1.000000
6;NC;1;45;0;0;2;t1est;1.073077;1.000000
6;NC;1;45;0;0;2;bbya;2.496065;2.000000
6;NC;1;45;0;0;2;phest;40.971523;45.000000
6;NC;1;45;0;0;2;m0est;0.946306;1.000000
7;NC;1;45;0;0;2;t1est;1.269331;1.000000
7;NC;1;45;0;0;2;bbya;2.056551;2.000000
7;NC;1;45;0;0;2;phest;46.728050;45.000000
7;NC;1;45;0;0;2;m0est;0.946069;1.000000
8;NC;1;45;0;0;2;t1est;0.800521;1.000000
8;NC;1;45;0;0;2;bbya;1.635952;2.000000
8;NC;1;45;0;0;2;phest;46.447803;45.000000
8;NC;1;45;0;0;2;m0est;1.079489;1.000000
9;NC;1;45;0;0;2;t1est;1.137618;1.000000
9;NC;1;45;0;0;2;bbya;1.964376;2.000000
9;NC;1;45;0;0;2;phest;45.737259;45.000000
9;NC;1;45;0;0;2;m0est;1.099616;1.000000
10;NC;1;45;0;0;2;t1est;1.069009;1.000000
10;NC;1;45;0;0;2;bbya;1.933222;2.000000
10;NC;1;45;0;0;2;phest;46.398079;45.000000
10;NC;1;45;0;0;2;m0est;1.015941;1.000000
1;NC;1.5;45;0;0;2;t1est;1.764545;1.500000
1;NC;1.5;45;0;0;2;bbya;2.363203;2.000000
1;NC;1.5;45;0;0;2;phest;42.979462;45.000000
1;NC;1.5;45;0;0;2;m0est;0.969934;1.000000
2;NC;1.5;45;0;0;2;t1est;1.533489;1.500000
2;NC;1.5;45;0;0;2;bbya;2.097062;2.000000
2;NC;1.5;45;0;0;2;phest;47.186985;45.000000
2;NC;1.5;45;0;0;2;m0est;1.019005;1.000000
3;NC;1.5;45;0;0;2;t1est;1.523414;1.500000
3;NC;1.5;45;0;0;2;bbya;2.152849;2.000000
3;NC;1.5;45;0;0;2;phest;47.241814;45.000000
3;NC;1.5;45;0;0;2;m0est;0.917585;1.000000
4;NC;1.5;45;0;0;2;t1est;1.563349;1.500000
4;NC;1.5;45;0;0;2;bbya;2.203096;2.000000
4;NC;1.5;45;0;0;2;phest;47.946533;45.000000
4;NC;1.5;45;0;0;2;m0est;1.009013;1.000000
5;NC;1.5;45;0;0;2;t1est;1.494308;1.500000
5;NC;1.5;45;0;0;2;bbya;1.861954;2.000000
5;NC;1.5;45;0;0;2;phest;45.919205;45.000000
5;NC;1.5;45;0;0;2;m0est;1.070920;1.000000
6;NC;1.5;45;0;0;2;t1est;1.656652;1.500000
6;NC;1.5;45;0;0;2;bbya;1.885767;2.000000
6;NC;1.5;45;0;0;2;phest;44.197891;45.000000
6;NC;1.5;45;0;0;2;m0est;1.087286;1.000000
7;NC;1.5;45;0;0;2;t1est;1.272138;1.500000
7;NC;1.5;45;0;0;2;bbya;1.938762;2.000000
7;NC;1.5;45;0;0;2;phest;42.348557;45.000000
7;NC;1.5;45;0;0;2;m0est;0.930038;1.000000
8;NC;1.5;45;0;0;2;t1est;1.878446;1.500000
8;NC;1.5;45;0;0;2;bbya;2.482947;2.000000
8;NC;1.5;45;0;0;2;phest;47.720665;45.000000
