vox;algo;r2;foffset;ph;wf;ntf;snr;param;evalue;tvalue
7;NM;0.06;0;90;0;0;20;m0est;1.082396;1.000000
8;NM;0.06;0;90;0;0;20;t2sest;0.061825;0.060000
8;NM;0.06;0;90;0;0;20;m0est;0.952463;1.000000
9;NM;0.06;0;90;0;0;20;t2sest;0.053488;0.060000
9;NM;0.06;0;90;0;0;20;m0est;1.052090;1.000000
10;NM;0.06;0;90;0;0;20;t2sest;0.071315;0.060000
10;NM;0.06;0;90;0;0;20;m0est;0.913657;1.000000
1;NM;0.08;0;90;0;0;20;t2sest;0.075970;0.080000
1;NM;0.08;0;90;0;0;20;m0est;1.053068;1.000000
2;NM;0.08;0;90;0;0;20;t2sest;0.078088;0.080000
2;NM;0.08;0;90;0;0;20;m0est;1.041234;1.000000
3;NM;0.08;0;90;0;0;20;t2sest;0.085851;0.080000
3;NM;0.08;0;90;0;0;20;m0est;1.031569;1.000000
4;NM;0.08;0;90;0;0;20;t2sest;0.073916;0.080000
4;NM;0.08;0;90;0;0;20;m0est;0.988987;1.000000
5;NM;0.08;0;90;0;0;20;t2sest;0.091644;0.080000
5;NM;0.08;0;90;0;0;20;m0est;0.944573;1.000000
6;NM;0.08;0;90;0;0;20;t2sest;0.079261;0.080000
6;NM;0.08;0;90;0;0;20;m0est;0.947161;1.000000
7;NM;0.08;0;90;0;0;20;t2sest;0.077518;0.080000
7;NM;0.08;0;90;0;0;20;m0est;1.016953;1.000000
8;NM;0.08;0;90;0;0;20;t2sest;0.084923;0.080000
8;NM;0.08;0;90;0;0;20;m0est;0.992703;1.000000
9;NM;0.08;0;90;0;0;20;t2sest;0.096041;0.080000
9;NM;0.08;0;90;0;0;20;m0est;0.923406;1.000000
10;NM;0.08;0;90;0;0;20;t2sest;0.078299;0.080000
10;NM;0.08;0;90;0;0;20;m0est;1.030821;1.000000
1;NM;0.02;0;135;0;0;20;t2sest;0.019970;0.020000
1;NM;0.02;0;135;0;0;20;m0est;1.021130;1.000000
2;NM;0.02;0;135;0;0;20;t2sest;0.026332;0.020000
2;NM;0.02;0;135;0;0;20;m0est;0.944013;1.000000
3;NM;0.02;0;135;0;0;20;t2sest;0.034180;0.020000
3;NM;0.02;0;135;0;0;20;m0est;0.628740;1.000000
4;NM;0.02;0;135;0;0;20;t2sest;0.028529;0.020000
4;NM;0.02;0;135;0;0;20;m0est;0.816641;1.000000
5;NM;0.02;0;135;0;0;20;t2sest;0.043440;0.020000
5;NM;0.02;0;135;0;0;20;m0est;0.554798;1.000000
6;NM;0.02;0;135;0;0;20;t2sest;0.035422;0.020000
6;NM;0.02;0;135;0;0;20;m0est;0.537409;1.000000
7;NM;0.02;0;135;0;0;20;t2sest;0.020754;0.020000
7;NM;0.02;0;135;0;0;20;m0est;1.008732;1.000000
8;NM;0.02;0;135;0;0;20;t2sest;0.021031;0.020000
8;NM;0.02;0;135;0;0;20;m0est;1.068314;1.000000
9;NM;0.02;0;135;0;0;20;t2sest;0.021402;0.020000
9;NM;0.02;0;135;0;0;20;m0est;1.022990;1.000000
10;NM;0.02;0;135;0;0;20;t2sest;0.021912;0.020000
10;NM;0.02;0;135;0;0;20;m0est;1.078006;1.000000
1;NM;0.04;0;135;0;0;20;t2sest;0.036587;0.040000
1;NM;0.04;0;135;0;0;20;m0est;0.987865;1.000000
2;NM;0.04;0;135;0;0;20;t2sest;0.054324;0.040000
2;NM;0.04;0;135;0;0;20;m0est;0.790836;1.000000
3;NM;0.04;0;135;0;0;20;t2sest;0.040451;0.040000
3;NM;0.04;0;135;0;0;20;m0est;0.974695;1.000000
4;NM;0.04;0;135;0;0;20;t2sest;0.033744;0.040000
4;NM;0.04;0;135;0;0;20;m0est;1.188584;1.000000
5;NM;0.04;0;135;0;0;20;t2sest;0.049772;0.040000
5;NM;0.04;0;135;0;0;20;m0est;0.862553;1.000000
6;NM;0.04;0;135;0;0;20;t2sest;0.038031;0.040000
6;NM;0.04;0;135;0;0;20;m0est;1.075475;1.000000
7;NM;0.04;0;135;0;0;20;t2sest;0.045773;0.040000
7;NM;0.04;0;135;0;0;20;m0est;0.952080;1.000000
8;NM;0.04;0;135;0;0;20;t2sest;0.050235;0.040000
8;NM;0.04;0;135;0;0;20;m0est;0.854878;1.000000
9;NM;0.04;0;135;0;0;20;t2sest;0.043548;0.040000
9;NM;0.04;0;135;0;0;20;m0est;0.975485;1.000000
10;NM;0.04;0;135;0;0;20;t2sest;0.046933;0.040000
10;NM;0.04;0;135;0;0;20;m0est;0.873042;1.000000
1;NM;0.06;0;135;0;0;20;t2sest;0.061220;0.060000
1;NM;0.06;0;135;0;0;20;m0est;1.020137;1.000000
2;NM;0.06;0;135;0;0;20;t2sest;0.065323;0.060000
2;NM;0.06;0;135;0;0;20;m0est;0.912436;1.000000
3;NM;0.06;0;135;0;0;20;t2sest;0.062112;0.060000
3;NM;0.06;0;135;0;0;20;m0est;1.022865;1.000000
4;NM;0.06;0;135;0;0;20;t2sest;0.066492;0.060000
4;NM;0.06;0;135;0;0;20;m0est;0.933965;1.000000
5;NM;0.06;0;135;0;0;20;t2sest;0.050558;0.060000
5;NM;0.06;0;135;0;0;20;m0est;1.058267;1.000000
6;NM;0.06;0;135;0;0;20;t2sest;0.062858;0.060000
6;NM;0.06;0;135;0;0;20;m0est;0.982659;1.000000
7;NM;0.06;0;135;0;0;20;t2sest;0.058875;0.060000
7;NM;0.06;0;135;0;0;20;m0est;1.013668;1.000000
8;NM;0.06;0;135;0;0;20;t2sest;0.063156;0.060000
8;NM;0.06;0;135;0;0;20;m0est;0.959626;1.000000
9;NM;0.06;0;135;0;0;20;t2sest;0.060002;0.060000
9;NM;0.06;0;135;0;0;20;m0est;0.977861;1.000000
10;NM;0.06;0;135;0;0;20;t2sest;0.058455;0.060000
10;NM;0.06;0;135;0;0;20;m0est;1.045393;1.000000
1;NM;0.08;0;135;0;0;20;t2sest;0.081182;0.080000
1;NM;0.08;0;135;0;0;20;m0est;0.980493;1.000000
2;NM;0.08;0;135;0;0;20;t2sest;0.086906;0.080000
2;NM;0.08;0;135;0;0;20;m0est;0.954751;1.000000
3;NM;0.08;0;135;0;0;20;t2sest;0.084397;0.080000
3;NM;0.08;0;135;0;0;20;m0est;0.968540;1.000000
4;NM;0.08;0;135;0;0;20;t2sest;0.081892;0.080000
4;NM;0.08;0;135;0;0;20;m0est;0.993087;1.000000
5;NM;0.08;0;135;0;0;20;t2sest;0.086678;0.080000
5;NM;0.08;0;135;0;0;20;m0est;0.966840;1.000000
6;NM;0.08;0;135;0;0;20;t2sest;0.083477;0.080000
6;NM;0.08;0;135;0;0;20;m0est;0.983685;1.000000
7;NM;0.08;0;135;0;0;20;t2sest;0.085641;0.080000
7;NM;0.08;0;135;0;0;20;m0est;1.013653;1.000000
8;NM;0.08;0;135;0;0;20;t2sest;0.077439;0.080000
8;NM;0.08;0;135;0;0;20;m0est;0.981937;1.000000
9;NM;0.08;0;135;0;0;20;t2sest;0.079534;0.080000
9;NM;0.08;0;135;0;0;20;m0est;1.002373;1.000000
10;NM;0.08;0;135;0;0;20;t2sest;0.072152;0.080000
10;NM;0.08;0;135;0;0;20;m0est;1.085969;1.000000
1;NM;0.02;0;180;0;0;20;t2sest;0.015890;0.020000
1;NM;0.02;0;180;0;0;20;m0est;1.167500;1.000000
2;NM;0.02;0;180;0;0;20;t2sest;0.020731;0.020000
2;NM;0.02;0;180;0;0;20;m0est;1.053310;1.000000
3;NM;0.02;0;180;0;0;20;t2sest;0.019875;0.020000
3;NM;0.02;0;180;0;0;20;m0est;1.037687;1.000000
4;NM;0.02;0;180;0;0;20;t2sest;0.023963;0.020000
4;NM;0.02;0;180;0;0;20;m0est;0.943626;1.000000
5;NM;0.02;0;180;0;0;20;t2sest;0.024976;0.020000
5;NM;0.02;0;180;0;0;20;m0est;0.851619;1.000000
6;NM;0.02;0;180;0;0;20;t2sest;0.027633;0.020000
6;NM;0.02;0;180;0;0;20;m0est;0.771964;1.000000
7;NM;0.02;0;180;0;0;20;t2sest;0.023847;0.020000
7;NM;0.02;0;180;0;0;20;m0est;0.844341;1.000000
8;NM;0.02;0;180;0;0;20;t2sest;0.023917;0.020000
8;NM;0.02;0;180;0;0;20;m0est;0.890358;1.000000
9;NM;0.02;0;180;0;0;20;t2sest;0.027051;0.020000
9;NM;0.02;0;180;0;0;20;m0est;0.767860;1.000000
10;NM;0.02;0;180;0;0;20;t2sest;0.025462;0.020000
10;NM;0.02;0;180;0;0;20;m0est;0.790865;1.000000
1;NM;0.04;0;180;0;0;20;t2sest;0.042595;0.040000
1;NM;0.04;0;180;0;0;20;m0est;0.858163;1.000000
2;NM;0.04;0;180;0;0;20;t2sest;0.042498;0.040000
2;NM;0.04;0;180;0;0;20;m0est;0.946192;1.000000
3;NM;0.04;0;180;0;0;20;t2sest;0.045064;0.040000
3;NM;0.04;0;180;0;0;20;m0est;0.929743;1.000000
4;NM;0.04;0;180;0;0;20;t2sest;0.035653;0.040000
4;NM;0.04;0;180;0;0;20;m0est;1.052369;1.000000
5;NM;0.04;0;180;0;0;20;t2sest;0.053027;0.040000
5;NM;0.04;0;180;0;0;20;m0est;0.865262;1.000000
6;NM;0.04;0;180;0;0;20;t2sest;0.040769;0.040000
6;NM;0.04;0;180;0;0;20;m0est;0.997488;1.000000
7;NM;0.04;0;180;0;0;20;t2sest;0.042297;0.040000
7;NM;0.04;0;180;0;0;20;m0est;0.956869;1.000000
8;NM;0.04;0;180;0;0;20;t2sest;0.039552;0.040000
8;NM;0.04;0;180;0;0;20;m0est;0.990902;1.000000
9;NM;0.04;0;180;0;0;20;t2sest;0.044927;0.040000
9;NM;0.04;0;180;0;0;20;m0est;0.865996;1.000000
10;NM;0.04;0;180;0;0;20;t2sest;0.044106;0.040000
10;NM;0.04;0;180;0;0;20;m0est;0.960981;1.000000
1;NM;0.06;0;180;0;0;20;t2sest;0.060542;0.060000
1;NM;0.06;0;180;0;0;20;m0est;1.043424;1.000000
2;NM;0.06;0;180;0;0;20;t2sest;0.060132;0.060000
2;NM;0.06;0;180;0;0;20;m0est;1.017810;1.000000
3;NM;0.06;0;180;0;0;20;t2sest;0.071951;0.060000
3;NM;0.06;0;180;0;0;20;m0est;0.907109;1.000000
4;NM;0.06;0;180;0;0;20;t2sest;0.064360;0.060000
4;NM;0.06;0;180;0;0;20;m0est;1.008854;1.000000
5;NM;0.06;0;180;0;0;20;t2sest;0.059935;0.060000
5;NM;0.06;0;180;0;0;20;m0est;1.000286;1.000000
6;NM;0.06;0;180;0;0;20;t2sest;0.059932;0.060000
6;NM;0.06;0;180;0;0;20;m0est;1.020000;1.000000
7;NM;0.06;0;180;0;0;20;t2sest;0.065760;0.060000
7;NM;0.06;0;180;0;0;20;m0est;0.866839;1.000000
8;NM;0.06;0;180;0;0;20;t2sest;0.059915;0.060000
8;NM;0.06;0;180;0;0;20;m0est;0.970830;1.000000
9;NM;0.06;0;180;0;0;20;t2sest;0.058136;0.060000
9;NM;0.06;0;180;0;0;20;m0est;1.024505;1.000000
10;NM;0.06;0;180;0;0;20;t2sest;0.057929;0.060000
10;NM;0.06;0;180;0;0;20;m0est;1.031605;1.000000
1;NM;0.08;0;180;0;0;20;t2sest;0.089006;0.080000
1;NM;0.08;0;180;0;0;20;m0est;0.970887;1.000000
2;NM;0.08;0;180;0;0;20;t2sest;0.088148;0.080000
2;NM;0.08;0;180;0;0;20;m0est;0.943840;1.000000
3;NM;0.08;0;180;0;0;20;t2sest;0.094103;0.080000
3;NM;0.08;0;180;0;0;20;m0est;0.947918;1.000000
4;NM;0.08;0;180;0;0;20;t2sest;0.093775;0.080000
4;NM;0.08;0;180;0;0;20;m0est;0.947572;1.000000
5;NM;0.08;0;180;0;0;20;t2sest;0.100791;0.080000
5;NM;0.08;0;180;0;0;20;m0est;0.890371;1.000000
6;NM;0.08;0;180;0;0;20;t2sest;0.076754;0.080000
6;NM;0.08;0;180;0;0;20;m0est;0.990279;1.000000
7;NM;0.08;0;180;0;0;20;t2sest;0.077025;0.080000
7;NM;0.08;0;180;0;0;20;m0est;0.995460;1.000000
8;NM;0.08;0;180;0;0;20;t2sest;0.079521;0.080000
8;NM;0.08;0;180;0;0;20;m0est;1.051424;1.000000
9;NM;0.08;0;180;0;0;20;t2sest;0.088525;0.080000
9;NM;0.08;0;180;0;0;20;m0est;0.900730;1.000000
10;NM;0.08;0;180;0;0;20;t2sest;0.078106;0.080000
10;NM;0.08;0;180;0;0;20;m0est;0.977801;1.000000
1;NM;0.02;0;225;0;0;20;t2sest;0.016787;0.020000
1;NM;0.02;0;225;0;0;20;m0est;1.303450;1.000000
2;NM;0.02;0;225;0;0;20;t2sest;0.022666;0.020000
2;NM;0.02;0;225;0;0;20;m0est;0.789550;1.000000
3;NM;0.02;0;225;0;0;20;t2sest;0.029246;0.020000
3;NM;0.02;0;225;0;0;20;m0est;0.825191;1.000000
4;NM;0.02;0;225;0;0;20;t2sest;0.016904;0.020000
4;NM;0.02;0;225;0;0;20;m0est;1.202873;1.000000
5;NM;0.02;0;225;0;0;20;t2sest;0.019650;0.020000
5;NM;0.02;0;225;0;0;20;m0est;0.900537;1.000000
6;NM;0.02;0;225;0;0;20;t2sest;0.025610;0.020000
6;NM;0.02;0;225;0;0;20;m0est;0.885507;1.000000
7;NM;0.02;0;225;0;0;20;t2sest;0.022189;0.020000
7;NM;0.02;0;225;0;0;20;m0est;0.927848;1.000000
8;NM;0.02;0;225;0;0;20;t2sest;0.023013;0.020000
8;NM;0.02;0;225;0;0;20;m0est;0.942110;1.000000
9;NM;0.02;0;225;0;0;20;t2sest;0.025706;0.020000
9;NM;0.02;0;225;0;0;20;m0est;0.852345;1.000000
10;NM;0.02;0;225;0;0;20;t2sest;0.022891;0.020000
10;NM;0.02;0;225;0;0;20;m0est;0.926217;1.000000
1;NM;0.04;0;225;0;0;20;t2sest;0.041567;0.040000
1;NM;0.04;0;225;0;0;20;m0est;0.993903;1.000000
2;NM;0.04;0;225;0;0;20;t2sest;0.041710;0.040000
2;NM;0.04;0;225;0;0;20;m0est;0.920569;1.000000
3;NM;0.04;0;225;0;0;20;t2sest;0.042396;0.040000
3;NM;0.04;0;225;0;0;20;m0est;1.043162;1.000000
4;NM;0.04;0;225;0;0;20;t2sest;0.046980;0.040000
4;NM;0.04;0;225;0;0;20;m0est;1.019492;1.000000
5;NM;0.04;0;225;0;0;20;t2sest;0.038149;0.040000
5;NM;0.04;0;225;0;0;20;m0est;1.061181;1.000000
6;NM;0.04;0;225;0;0;20;t2sest;0.038633;0.040000
6;NM;0.04;0;225;0;0;20;m0est;1.040088;1.000000
7;NM;0.04;0;225;0;0;20;t2sest;0.047792;0.040000
7;NM;0.04;0;225;0;0;20;m0est;0.898694;1.000000
8;NM;0.04;0;225;0;0;20;t2sest;0.044999;0.040000
8;NM;0.04;0;225;0;0;20;m0est;0.890106;1.000000
9;NM;0.04;0;225;0;0;20;t2sest;0.050355;0.040000
9;NM;0.04;0;225;0;0;20;m0est;0.805178;1.000000
10;NM;0.04;0;225;0;0;20;t2sest;0.042078;0.040000
10;NM;0.04;0;225;0;0;20;m0est;1.023840;1.000000
1;NM;0.06;0;225;0;0;20;t2sest;0.062077;0.060000
1;NM;0.06;0;225;0;0;20;m0est;0.964106;1.000000
2;NM;0.06;0;225;0;0;20;t2sest;0.066391;0.060000
2;NM;0.06;0;225;0;0;20;m0est;0.913485;1.000000
3;NM;0.06;0;225;0;0;20;t2sest;0.067137;0.060000
3;NM;0.06;0;225;0;0;20;m0est;0.939414;1.000000
4;NM;0.06;0;225;0;0;20;t2sest;0.068372;0.060000
4;NM;0.06;0;225;0;0;20;m0est;0.964591;1.000000
5;NM;0.06;0;225;0;0;20;t2sest;0.066559;0.060000
5;NM;0.06;0;225;0;0;20;m0est;0.958785;1.000000
6;NM;0.06;0;225;0;0;20;t2sest;0.070794;0.060000
6;NM;0.06;0;225;0;0;20;m0est;0.887869;1.000000
7;NM;0.06;0;225;0;0;20;t2sest;0.061902;0.060000
7;NM;0.06;0;225;0;0;20;m0est;0.991443;1.000000
8;NM;0.06;0;225;0;0;20;t2sest;0.062769;0.060000
8;NM;0.06;0;225;0;0;20;m0est;0.990666;1.000000
9;NM;0.06;0;225;0;0;20;t2sest;0.060605;0.060000
9;NM;0.06;0;225;0;0;20;m0est;0.992565;1.000000
10;NM;0.06;0;225;0;0;20;t2sest;0.059831;0.060000
10;NM;0.06;0;225;0;0;20;m0est;0.997142;1.000000
1;NM;0.08;0;225;0;0;20;t2sest;0.087017;0.080000
1;NM;0.08;0;225;0;0;20;m0est;0.997966;1.000000
2;NM;0.08;0;225;0;0;20;t2sest;0.078973;0.080000
2;NM;0.08;0;225;0;0;20;m0est;0.991147;1.000000
3;NM;0.08;0;225;0;0;20;t2sest;0.091737;0.080000
3;NM;0.08;0;225;0;0;20;m0est;0.942315;1.000000
4;NM;0.08;0;225;0;0;20;t2sest;0.081668;0.080000
4;NM;0.08;0;225;0;0;20;m0est;0.999622;1.000000
5;NM;0.08;0;225;0;0;20;t2sest;0.088617;0.080000
5;NM;0.08;0;225;0;0;20;m0est;0.911567;1.000000
6;NM;0.08;0;225;0;0;20;t2sest;0.081052;0.080000
6;NM;0.08;0;225;0;0;20;m0est;0.952562;1.000000
7;NM;0.08;0;225;0;0;20;t2sest;0.083794;0.080000
7;NM;0.08;0;225;0;0;20;m0est;0.968527;1.000000
8;NM;0.08;0;225;0;0;20;t2sest;0.081394;0.080000
8;NM;0.08;0;225;0;0;20;m0est;1.065705;1.000000
9;NM;0.08;0;225;0;0;20;t2sest;0.079566;0.080000
9;NM;0.08;0;225;0;0;20;m0est;0.961279;1.000000
10;NM;0.08;0;225;0;0;20;t2sest;0.078534;0.080000
10;NM;0.08;0;225;0;0;20;m0est;1.027156;1.000000
1;NM;0.02;0;270;0;0;20;t2sest;0.025601;0.020000
1;NM;0.02;0;270;0;0;20;m0est;0.874370;1.000000
2;NM;0.02;0;270;0;0;20;t2sest;0.024758;0.020000
2;NM;0.02;0;270;0;0;20;m0est;0.875898;1.000000
3;NM;0.02;0;270;0;0;20;t2sest;0.036949;0.020000
3;NM;0.02;0;270;0;0;20;m0est;0.690440;1.000000
4;NM;0.02;0;270;0;0;20;t2sest;0.022571;0.020000
4;NM;0.02;0;270;0;0;20;m0est;0.958600;1.000000
5;NM;0.02;0;270;0;0;20;t2sest;0.025601;0.020000
5;NM;0.02;0;270;0;0;20;m0est;0.904223;1.000000
6;NM;0.02;0;270;0;0;20;t2sest;0.033138;0.020000
6;NM;0.02;0;270;0;0;20;m0est;0.713772;1.000000
7;NM;0.02;0;270;0;0;20;t2sest;0.020438;0.020000
7;NM;0.02;0;270;0;0;20;m0est;0.850225;1.000000
8;NM;0.02;0;270;0;0;20;t2sest;0.024270;0.020000
8;NM;0.02;0;270;0;0;20;m0est;0.815169;1.000000
9;NM;0.02;0;270;0;0;20;t2sest;0.031585;0.020000
9;NM;0.02;0;270;0;0;20;m0est;0.723210;1.000000
10;NM;0.02;0;270;0;0;20;t2sest;0.020903;0.020000
10;NM;0.02;0;270;0;0;20;m0est;1.092982;1.000000
1;NM;0.04;0;270;0;0;20;t2sest;0.046798;0.040000
1;NM;0.04;0;270;0;0;20;m0est;0.913149;1.000000
2;NM;0.04;0;270;0;0;20;t2sest;0.049305;0.040000
2;NM;0.04;0;270;0;0;20;m0est;0.820251;1.000000
3;NM;0.04;0;270;0;0;20;t2sest;0.039077;0.040000
3;NM;0.04;0;270;0;0;20;m0est;0.983048;1.000000
4;NM;0.04;0;270;0;0;20;t2sest;0.039241;0.040000
4;NM;0.04;0;270;0;0;20;m0est;0.990969;1.000000
5;NM;0.04;0;270;0;0;20;t2sest;0.031873;0.040000
5;NM;0.04;0;270;0;0;20;m0est;1.156904;1.000000
6;NM;0.04;0;270;0;0;20;t2sest;0.044951;0.040000
6;NM;0.04;0;270;0;0;20;m0est;1.008144;1.000000
7;NM;0.04;0;270;0;0;20;t2sest;0.040732;0.040000
7;NM;0.04;0;270;0;0;20;m0est;1.029548;1.000000
8;NM;0.04;0;270;0;0;20;t2sest;0.042701;0.040000
8;NM;0.04;0;270;0;0;20;m0est;0.907805;1.000000
9;NM;0.04;0;270;0;0;20;t2sest;0.041349;0.040000
9;NM;0.04;0;270;0;0;20;m0est;0.965252;1.000000
10;NM;0.04;0;270;0;0;20;t2sest;0.044098;0.040000
10;NM;0.04;0;270;0;0;20;m0est;0.943967;1.000000
1;NM;0.06;0;270;0;0;20;t2sest;0.063217;0.060000
1;NM;0.06;0;270;0;0;20;m0est;0.947644;1.000000
2;NM;0.06;0;270;0;0;20;t2sest;0.071159;0.060000
2;NM;0.06;0;270;0;0;20;m0est;0.895434;1.000000
3;NM;0.06;0;270;0;0;20;t2sest;0.054769;0.060000
3;NM;0.06;0;270;0;0;20;m0est;1.106190;1.000000
4;NM;0.06;0;270;0;0;20;t2sest;0.063375;0.060000
4;NM;0.06;0;270;0;0;20;m0est;0.975240;1.000000
5;NM;0.06;0;270;0;0;20;t2sest;0.059244;0.060000
5;NM;0.06;0;270;0;0;20;m0est;1.014031;1.000000
6;NM;0.06;0;270;0;0;20;t2sest;0.059171;0.060000
6;NM;0.06;0;270;0;0;20;m0est;1.019448;1.000000
7;NM;0.06;0;270;0;0;20;t2sest;0.063564;0.060000
7;NM;0.06;0;270;0;0;20;m0est;0.990632;1.000000
8;NM;0.06;0;270;0;0;20;t2sest;0.060084;0.060000
8;NM;0.06;0;270;0;0;20;m0est;0.981505;1.000000
9;NM;0.06;0;270;0;0;20;t2sest;0.064345;0.060000
9;NM;0.06;0;270;0;0;20;m0est;0.971085;1.000000
10;NM;0.06;0;270;0;0;20;t2sest;0.058139;0.060000
10;NM;0.06;0;270;0;0;20;m0est;1.050491;1.000000
1;NM;0.08;0;270;0;0;20;t2sest;0.083907;0.080000
1;NM;0.08;0;270;0;0;20;m0est;1.028303;1.000000
2;NM;0.08;0;270;0;0;20;t2sest;0.085083;0.080000
2;NM;0.08;0;270;0;0;20;m0est;0.983769;1.000000
3;NM;0.08;0;270;0;0;20;t2sest;0.075992;0.080000
3;NM;0.08;0;270;0;0;20;m0est;1.052464;1.000000
4;NM;0.08;0;270;0;0;20;t2sest;0.077565;0.080000
4;NM;0.08;0;270;0;0;20;m0est;1.019022;1.000000
5;NM;0.08;0;270;0;0;20;t2sest;0.069821;0.080000
5;NM;0.08;0;270;0;0;20;m0est;1.094457;1.000000
6;NM;0.08;0;270;0;0;20;t2sest;0.082863;0.080000
6;NM;0.08;0;270;0;0;20;m0est;0.974063;1.000000
7;NM;0.08;0;270;0;0;20;t2sest;0.074472;0.080000
7;NM;0.08;0;270;0;0;20;m0est;0.981325;1.000000
8;NM;0.08;0;270;0;0;20;t2sest;0.090875;0.080000
8;NM;0.08;0;270;0;0;20;m0est;0.914671;1.000000
9;NM;0.08;0;270;0;0;20;t2sest;0.085587;0.080000
9;NM;0.08;0;270;0;0;20;m0est;0.973308;1.000000
10;NM;0.08;0;270;0;0;20;t2sest;0.088332;0.080000
10;NM;0.08;0;270;0;0;20;m0est;0.960141;1.000000
1;NM;0.02;0;315;0;0;20;t2sest;0.028130;0.020000
1;NM;0.02;0;315;0;0;20;m0est;0.788643;1.000000
2;NM;0.02;0;315;0;0;20;t2sest;0.018749;0.020000
2;NM;0.02;0;315;0;0;20;m0est;1.120392;1.000000
3;NM;0.02;0;315;0;0;20;t2sest;0.016428;0.020000
3;NM;0.02;0;315;0;0;20;m0est;1.282348;1.000000
4;NM;0.02;0;315;0;0;20;t2sest;0.037515;0.020000
4;NM;0.02;0;315;0;0;20;m0est;0.551511;1.000000
5;NM;0.02;0;315;0;0;20;t2sest;0.030527;0.020000
5;NM;0.02;0;315;0;0;20;m0est;0.816858;1.000000
6;NM;0.02;0;315;0;0;20;t2sest;0.020403;0.020000
6;NM;0.02;0;315;0;0;20;m0est;0.991304;1.000000
7;NM;0.02;0;315;0;0;20;t2sest;0.025984;0.020000
7;NM;0.02;0;315;0;0;20;m0est;0.962580;1.000000
8;NM;0.02;0;315;0;0;20;t2sest;0.026508;0.020000
8;NM;0.02;0;315;0;0;20;m0est;0.895349;1.000000
9;NM;0.02;0;315;0;0;20;t2sest;0.017114;0.020000
9;NM;0.02;0;315;0;0;20;m0est;1.267632;1.000000
10;NM;0.02;0;315;0;0;20;t2sest;0.029314;0.020000
10;NM;0.02;0;315;0;0;20;m0est;0.760479;1.000000
1;NM;0.04;0;315;0;0;20;t2sest;0.037447;0.040000
1;NM;0.04;0;315;0;0;20;m0est;1.056912;1.000000
2;NM;0.04;0;315;0;0;20;t2sest;0.043231;0.040000
2;NM;0.04;0;315;0;0;20;m0est;1.043636;1.000000
3;NM;0.04;0;315;0;0;20;t2sest;0.041597;0.040000
3;NM;0.04;0;315;0;0;20;m0est;0.938291;1.000000
4;NM;0.04;0;315;0;0;20;t2sest;0.040533;0.040000
4;NM;0.04;0;315;0;0;20;m0est;0.966315;1.000000
5;NM;0.04;0;315;0;0;20;t2sest;0.038984;0.040000
5;NM;0.04;0;315;0;0;20;m0est;1.086986;1.000000
6;NM;0.04;0;315;0;0;20;t2sest;0.047536;0.040000
6;NM;0.04;0;315;0;0;20;m0est;0.959086;1.000000
7;NM;0.04;0;315;0;0;20;t2sest;0.047715;0.040000
7;NM;0.04;0;315;0;0;20;m0est;0.850106;1.000000
8;NM;0.04;0;315;0;0;20;t2sest;0.043957;0.040000
8;NM;0.04;0;315;0;0;20;m0est;0.983935;1.000000
9;NM;0.04;0;315;0;0;20;t2sest;0.039193;0.040000
9;NM;0.04;0;315;0;0;20;m0est;1.023569;1.000000
10;NM;0.04;0;315;0;0;20;t2sest;0.045514;0.040000
10;NM;0.04;0;315;0;0;20;m0est;0.869475;1.000000
1;NM;0.06;0;315;0;0;20;t2sest;0.061647;0.060000
1;NM;0.06;0;315;0;0;20;m0est;0.960264;1.000000
2;NM;0.06;0;315;0;0;20;t2sest;0.060449;0.060000
2;NM;0.06;0;315;0;0;20;m0est;0.993485;1.000000
3;NM;0.06;0;315;0;0;20;t2sest;0.060079;0.060000
3;NM;0.06;0;315;0;0;20;m0est;1.002913;1.000000
4;NM;0.06;0;315;0;0;20;t2sest;0.065247;0.060000
4;NM;0.06;0;315;0;0;20;m0est;0.924307;1.000000
5;NM;0.06;0;315;0;0;20;t2sest;0.057361;0.060000
5;NM;0.06;0;315;0;0;20;m0est;1.021076;1.000000
6;NM;0.06;0;315;0;0;20;t2sest;0.068489;0.060000
6;NM;0.06;0;315;0;0;20;m0est;0.931897;1.000000
7;NM;0.06;0;315;0;0;20;t2sest;0.074823;0.060000
7;NM;0.06;0;315;0;0;20;m0est;0.888913;1.000000
8;NM;0.06;0;315;0;0;20;t2sest;0.054426;0.060000
8;NM;0.06;0;315;0;0;20;m0est;1.080395;1.000000
9;NM;0.06;0;315;0;0;20;t2sest;0.058095;0.060000
9;NM;0.06;0;315;0;0;20;m0est;1.046694;1.000000
10;NM;0.06;0;315;0;0;20;t2sest;0.065684;0.060000
10;NM;0.06;0;315;0;0;20;m0est;0.961013;1.000000
1;NM;0.08;0;315;0;0;20;t2sest;0.079499;0.080000
1;NM;0.08;0;315;0;0;20;m0est;0.967607;1.000000
2;NM;0.08;0;315;0;0;20;t2sest;0.087369;0.080000
2;NM;0.08;0;315;0;0;20;m0est;1.001496;1.000000
3;NM;0.08;0;315;0;0;20;t2sest;0.087428;0.080000
3;NM;0.08;0;315;0;0;20;m0est;0.945792;1.000000
4;NM;0.08;0;315;0;0;20;t2sest;0.075097;0.080000
4;NM;0.08;0;315;0;0;20;m0est;1.030906;1.000000
5;NM;0.08;0;315;0;0;20;t2sest;0.081847;0.080000
