vox;algo;r2;foffset;ph;wf;ntf;snr;param;evalue;tvalue
4;LP;0.02;0;225;0;0;20;phest;40.133774;225.000000
4;LP;0.02;0;225;0;0;20;m0est;1.309121;1.000000
5;LP;0.02;0;225;0;0;20;t2sest;0.013617;0.020000
5;LP;0.02;0;225;0;0;20;fdev;39.971203;0.000000
5;LP;0.02;0;225;0;0;20;phest;37.778873;225.000000
5;LP;0.02;0;225;0;0;20;m0est;1.252652;1.000000
6;LP;0.02;0;225;0;0;20;t2sest;0.019473;0.020000
6;LP;0.02;0;225;0;0;20;fdev;40.503670;0.000000
6;LP;0.02;0;225;0;0;20;phest;30.348255;225.000000
6;LP;0.02;0;225;0;0;20;m0est;1.083076;1.000000
7;LP;0.02;0;225;0;0;20;t2sest;0.015950;0.020000
7;LP;0.02;0;225;0;0;20;fdev;40.871971;0.000000
7;LP;0.02;0;225;0;0;20;phest;46.352123;225.000000
7;LP;0.02;0;225;0;0;20;m0est;1.214239;1.000000
8;LP;0.02;0;225;0;0;20;t2sest;0.017872;0.020000
8;LP;0.02;0;225;0;0;20;fdev;39.210743;0.000000
8;LP;0.02;0;225;0;0;20;phest;36.238415;225.000000
8;LP;0.02;0;225;0;0;20;m0est;1.153605;1.000000
9;LP;0.02;0;225;0;0;20;t2sest;0.021080;0.020000
9;LP;0.02;0;225;0;0;20;fdev;40.584522;0.000000
9;LP;0.02;0;225;0;0;20;phest;36.267151;225.000000
9;LP;0.02;0;225;0;0;20;m0est;0.987061;1.000000
10;LP;0.02;0;225;0;0;20;t2sest;0.017374;0.020000
10;LP;0.02;0;225;0;0;20;fdev;0.955681;0.000000
10;LP;0.02;0;225;0;0;20;phest;54.223011;225.000000
10;LP;0.02;0;225;0;0;20;m0est;1.144905;1.000000
1;LP;0.04;0;225;0;0;20;t2sest;0.038013;0.040000
1;LP;0.04;0;225;0;0;20;fdev;41.401970;0.000000
1;LP;0.04;0;225;0;0;20;phest;42.906944;225.000000
1;LP;0.04;0;225;0;0;20;m0est;1.044887;1.000000
2;LP;0.04;0;225;0;0;20;t2sest;0.038296;0.040000
2;LP;0.04;0;225;0;0;20;fdev;0.291113;0.000000
2;LP;0.04;0;225;0;0;20;phest;48.904713;225.000000
2;LP;0.04;0;225;0;0;20;m0est;0.966374;1.000000
3;LP;0.04;0;225;0;0;20;t2sest;0.039359;0.040000
3;LP;0.04;0;225;0;0;20;fdev;0.099501;0.000000
3;LP;0.04;0;225;0;0;20;phest;43.108601;225.000000
3;LP;0.04;0;225;0;0;20;m0est;1.085554;1.000000
4;LP;0.04;0;225;0;0;20;t2sest;0.044808;0.040000
4;LP;0.04;0;225;0;0;20;fdev;41.630589;0.000000
4;LP;0.04;0;225;0;0;20;phest;45.683064;225.000000
4;LP;0.04;0;225;0;0;20;m0est;1.039045;1.000000
5;LP;0.04;0;225;0;0;20;t2sest;0.033372;0.040000
5;LP;0.04;0;225;0;0;20;fdev;40.610622;0.000000
5;LP;0.04;0;225;0;0;20;phest;36.428097;225.000000
5;LP;0.04;0;225;0;0;20;m0est;1.147029;1.000000
6;LP;0.04;0;225;0;0;20;t2sest;0.034381;0.040000
6;LP;0.04;0;225;0;0;20;fdev;0.054437;0.000000
6;LP;0.04;0;225;0;0;20;phest;47.483192;225.000000
6;LP;0.04;0;225;0;0;20;m0est;1.110215;1.000000
7;LP;0.04;0;225;0;0;20;t2sest;0.043450;0.040000
7;LP;0.04;0;225;0;0;20;fdev;40.722122;0.000000
7;LP;0.04;0;225;0;0;20;phest;35.481586;225.000000
7;LP;0.04;0;225;0;0;20;m0est;0.937494;1.000000
8;LP;0.04;0;225;0;0;20;t2sest;0.040910;0.040000
8;LP;0.04;0;225;0;0;20;fdev;40.817627;0.000000
8;LP;0.04;0;225;0;0;20;phest;40.750332;225.000000
8;LP;0.04;0;225;0;0;20;m0est;0.933951;1.000000
9;LP;0.04;0;225;0;0;20;t2sest;0.042332;0.040000
9;LP;0.04;0;225;0;0;20;fdev;0.550266;0.000000
9;LP;0.04;0;225;0;0;20;phest;47.185844;225.000000
9;LP;0.04;0;225;0;0;20;m0est;0.883644;1.000000
10;LP;0.04;0;225;0;0;20;t2sest;0.040287;0.040000
10;LP;0.04;0;225;0;0;20;fdev;41.547176;0.000000
10;LP;0.04;0;225;0;0;20;phest;40.592766;225.000000
10;LP;0.04;0;225;0;0;20;m0est;1.046824;1.000000
1;LP;0.06;0;225;0;0;20;t2sest;0.059999;0.060000
1;LP;0.06;0;225;0;0;20;fdev;0.084452;0.000000
1;LP;0.06;0;225;0;0;20;phest;46.320580;225.000000
1;LP;0.06;0;225;0;0;20;m0est;0.977020;1.000000
2;LP;0.06;0;225;0;0;20;t2sest;0.064515;0.060000
2;LP;0.06;0;225;0;0;20;fdev;0.074050;0.000000
2;LP;0.06;0;225;0;0;20;phest;44.390049;225.000000
2;LP;0.06;0;225;0;0;20;m0est;0.920516;1.000000
3;LP;0.06;0;225;0;0;20;t2sest;0.062373;0.060000
3;LP;0.06;0;225;0;0;20;fdev;0.242808;0.000000
3;LP;0.06;0;225;0;0;20;phest;51.596077;225.000000
3;LP;0.06;0;225;0;0;20;m0est;0.970864;1.000000
4;LP;0.06;0;225;0;0;20;t2sest;0.066485;0.060000
4;LP;0.06;0;225;0;0;20;fdev;0.089439;0.000000
4;LP;0.06;0;225;0;0;20;phest;42.502949;225.000000
4;LP;0.06;0;225;0;0;20;m0est;0.975009;1.000000
5;LP;0.06;0;225;0;0;20;t2sest;0.065481;0.060000
5;LP;0.06;0;225;0;0;20;fdev;0.240984;0.000000
5;LP;0.06;0;225;0;0;20;phest;46.055248;225.000000
5;LP;0.06;0;225;0;0;20;m0est;0.964254;1.000000
6;LP;0.06;0;225;0;0;20;t2sest;0.069616;0.060000
6;LP;0.06;0;225;0;0;20;fdev;41.411812;0.000000
6;LP;0.06;0;225;0;0;20;phest;41.384598;225.000000
6;LP;0.06;0;225;0;0;20;m0est;0.892753;1.000000
7;LP;0.06;0;225;0;0;20;t2sest;0.059817;0.060000
7;LP;0.06;0;225;0;0;20;fdev;41.550991;0.000000
7;LP;0.06;0;225;0;0;20;phest;46.731758;225.000000
7;LP;0.06;0;225;0;0;20;m0est;1.005061;1.000000
8;LP;0.06;0;225;0;0;20;t2sest;0.061081;0.060000
8;LP;0.06;0;225;0;0;20;fdev;41.478455;0.000000
8;LP;0.06;0;225;0;0;20;phest;42.682411;225.000000
8;LP;0.06;0;225;0;0;20;m0est;0.998752;1.000000
9;LP;0.06;0;225;0;0;20;t2sest;0.059795;0.060000
9;LP;0.06;0;225;0;0;20;fdev;0.136791;0.000000
9;LP;0.06;0;225;0;0;20;phest;46.942566;225.000000
9;LP;0.06;0;225;0;0;20;m0est;0.990648;1.000000
10;LP;0.06;0;225;0;0;20;t2sest;0.057599;0.060000
10;LP;0.06;0;225;0;0;20;fdev;0.076255;0.000000
10;LP;0.06;0;225;0;0;20;phest;45.762318;225.000000
10;LP;0.06;0;225;0;0;20;m0est;1.012677;1.000000
1;LP;0.08;0;225;0;0;20;t2sest;0.085618;0.080000
1;LP;0.08;0;225;0;0;20;fdev;41.571533;0.000000
1;LP;0.08;0;225;0;0;20;phest;44.358364;225.000000
1;LP;0.08;0;225;0;0;20;m0est;1.000674;1.000000
2;LP;0.08;0;225;0;0;20;t2sest;0.076099;0.080000
2;LP;0.08;0;225;0;0;20;fdev;0.135803;0.000000
2;LP;0.08;0;225;0;0;20;phest;49.760513;225.000000
2;LP;0.08;0;225;0;0;20;m0est;1.006044;1.000000
3;LP;0.08;0;225;0;0;20;t2sest;0.090350;0.080000
3;LP;0.08;0;225;0;0;20;fdev;0.094836;0.000000
3;LP;0.08;0;225;0;0;20;phest;45.341557;225.000000
3;LP;0.08;0;225;0;0;20;m0est;0.946855;1.000000
4;LP;0.08;0;225;0;0;20;t2sest;0.080254;0.080000
4;LP;0.08;0;225;0;0;20;fdev;41.532166;0.000000
4;LP;0.08;0;225;0;0;20;phest;43.580414;225.000000
4;LP;0.08;0;225;0;0;20;m0est;1.005771;1.000000
5;LP;0.08;0;225;0;0;20;t2sest;0.086898;0.080000
5;LP;0.08;0;225;0;0;20;fdev;0.045143;0.000000
5;LP;0.08;0;225;0;0;20;phest;48.217731;225.000000
5;LP;0.08;0;225;0;0;20;m0est;0.917538;1.000000
6;LP;0.08;0;225;0;0;20;t2sest;0.078072;0.080000
6;LP;0.08;0;225;0;0;20;fdev;41.558102;0.000000
6;LP;0.08;0;225;0;0;20;phest;42.400467;225.000000
6;LP;0.08;0;225;0;0;20;m0est;0.965439;1.000000
7;LP;0.08;0;225;0;0;20;t2sest;0.082220;0.080000
7;LP;0.08;0;225;0;0;20;fdev;41.633839;0.000000
7;LP;0.08;0;225;0;0;20;phest;48.039593;225.000000
7;LP;0.08;0;225;0;0;20;m0est;0.974481;1.000000
8;LP;0.08;0;225;0;0;20;t2sest;0.080521;0.080000
8;LP;0.08;0;225;0;0;20;fdev;41.664150;0.000000
8;LP;0.08;0;225;0;0;20;phest;47.143452;225.000000
8;LP;0.08;0;225;0;0;20;m0est;1.069381;1.000000
9;LP;0.08;0;225;0;0;20;t2sest;0.078264;0.080000
9;LP;0.08;0;225;0;0;20;fdev;0.437023;0.000000
9;LP;0.08;0;225;0;0;20;phest;54.486942;225.000000
9;LP;0.08;0;225;0;0;20;m0est;0.966123;1.000000
10;LP;0.08;0;225;0;0;20;t2sest;0.075232;0.080000
10;LP;0.08;0;225;0;0;20;fdev;0.224688;0.000000
10;LP;0.08;0;225;0;0;20;phest;46.412579;225.000000
10;LP;0.08;0;225;0;0;20;m0est;1.042491;1.000000
1;LP;0.02;0;270;0;0;20;t2sest;0.020601;0.020000
1;LP;0.02;0;270;0;0;20;fdev;1.851058;0.000000
1;LP;0.02;0;270;0;0;20;phest;100.694565;270.000000
1;LP;0.02;0;270;0;0;20;m0est;1.020307;1.000000
2;LP;0.02;0;270;0;0;20;t2sest;0.019549;0.020000
2;LP;0.02;0;270;0;0;20;fdev;2.451745;0.000000
2;LP;0.02;0;270;0;0;20;phest;104.140411;270.000000
2;LP;0.02;0;270;0;0;20;m0est;1.044905;1.000000
3;LP;0.02;0;270;0;0;20;t2sest;0.026125;0.020000
3;LP;0.02;0;270;0;0;20;fdev;0.214356;0.000000
3;LP;0.02;0;270;0;0;20;phest;93.875435;270.000000
3;LP;0.02;0;270;0;0;20;m0est;0.852201;1.000000
4;LP;0.02;0;270;0;0;20;t2sest;0.017194;0.020000
4;LP;0.02;0;270;0;0;20;fdev;0.846532;0.000000
4;LP;0.02;0;270;0;0;20;phest;96.745148;270.000000
4;LP;0.02;0;270;0;0;20;m0est;1.182736;1.000000
5;LP;0.02;0;270;0;0;20;t2sest;0.018996;0.020000
5;LP;0.02;0;270;0;0;20;fdev;0.493803;0.000000
5;LP;0.02;0;270;0;0;20;phest;92.272606;270.000000
5;LP;0.02;0;270;0;0;20;m0est;1.120146;1.000000
6;LP;0.02;0;270;0;0;20;t2sest;0.025219;0.020000
6;LP;0.02;0;270;0;0;20;fdev;41.582146;0.000000
6;LP;0.02;0;270;0;0;20;phest;86.827751;270.000000
6;LP;0.02;0;270;0;0;20;m0est;0.855689;1.000000
7;LP;0.02;0;270;0;0;20;t2sest;0.014981;0.020000
7;LP;0.02;0;270;0;0;20;fdev;3.502241;0.000000
7;LP;0.02;0;270;0;0;20;phest;102.842606;270.000000
7;LP;0.02;0;270;0;0;20;m0est;1.118152;1.000000
8;LP;0.02;0;270;0;0;20;t2sest;0.017355;0.020000
8;LP;0.02;0;270;0;0;20;fdev;41.636822;0.000000
8;LP;0.02;0;270;0;0;20;phest;93.573219;270.000000
8;LP;0.02;0;270;0;0;20;m0est;1.047520;1.000000
9;LP;0.02;0;270;0;0;20;t2sest;0.025004;0.020000
9;LP;0.02;0;270;0;0;20;fdev;0.377333;0.000000
9;LP;0.02;0;270;0;0;20;phest;88.262009;270.000000
9;LP;0.02;0;270;0;0;20;m0est;0.844334;1.000000
10;LP;0.02;0;270;0;0;20;t2sest;0.017851;0.020000
10;LP;0.02;0;270;0;0;20;fdev;0.458692;0.000000
10;LP;0.02;0;270;0;0;20;phest;99.091377;270.000000
10;LP;0.02;0;270;0;0;20;m0est;1.242178;1.000000
1;LP;0.04;0;270;0;0;20;t2sest;0.044086;0.040000
1;LP;0.04;0;270;0;0;20;fdev;41.425926;0.000000
1;LP;0.04;0;270;0;0;20;phest;85.727386;270.000000
1;LP;0.04;0;270;0;0;20;m0est;0.940185;1.000000
2;LP;0.04;0;270;0;0;20;t2sest;0.045254;0.040000
2;LP;0.04;0;270;0;0;20;fdev;41.561642;0.000000
2;LP;0.04;0;270;0;0;20;phest;86.799850;270.000000
2;LP;0.04;0;270;0;0;20;m0est;0.856303;1.000000
3;LP;0.04;0;270;0;0;20;t2sest;0.034856;0.040000
3;LP;0.04;0;270;0;0;20;fdev;41.363956;0.000000
3;LP;0.04;0;270;0;0;20;phest;87.717789;270.000000
3;LP;0.04;0;270;0;0;20;m0est;1.051804;1.000000
4;LP;0.04;0;270;0;0;20;t2sest;0.035635;0.040000
4;LP;0.04;0;270;0;0;20;fdev;0.976548;0.000000
4;LP;0.04;0;270;0;0;20;phest;103.263489;270.000000
4;LP;0.04;0;270;0;0;20;m0est;1.046519;1.000000
5;LP;0.04;0;270;0;0;20;t2sest;0.029400;0.040000
5;LP;0.04;0;270;0;0;20;fdev;41.244579;0.000000
5;LP;0.04;0;270;0;0;20;phest;88.280273;270.000000
5;LP;0.04;0;270;0;0;20;m0est;1.213974;1.000000
6;LP;0.04;0;270;0;0;20;t2sest;0.040716;0.040000
6;LP;0.04;0;270;0;0;20;fdev;41.262341;0.000000
6;LP;0.04;0;270;0;0;20;phest;81.953827;270.000000
6;LP;0.04;0;270;0;0;20;m0est;1.063325;1.000000
7;LP;0.04;0;270;0;0;20;t2sest;0.038834;0.040000
7;LP;0.04;0;270;0;0;20;fdev;41.639454;0.000000
7;LP;0.04;0;270;0;0;20;phest;92.161362;270.000000
7;LP;0.04;0;270;0;0;20;m0est;1.056187;1.000000
8;LP;0.04;0;270;0;0;20;t2sest;0.040960;0.040000
8;LP;0.04;0;270;0;0;20;fdev;0.266176;0.000000
8;LP;0.04;0;270;0;0;20;phest;94.147194;270.000000
8;LP;0.04;0;270;0;0;20;m0est;0.928460;1.000000
9;LP;0.04;0;270;0;0;20;t2sest;0.037359;0.040000
9;LP;0.04;0;270;0;0;20;fdev;41.485077;0.000000
9;LP;0.04;0;270;0;0;20;phest;89.806519;270.000000
9;LP;0.04;0;270;0;0;20;m0est;1.018280;1.000000
10;LP;0.04;0;270;0;0;20;t2sest;0.040268;0.040000
10;LP;0.04;0;270;0;0;20;fdev;0.448101;0.000000
10;LP;0.04;0;270;0;0;20;phest;97.875999;270.000000
10;LP;0.04;0;270;0;0;20;m0est;0.987181;1.000000
1;LP;0.06;0;270;0;0;20;t2sest;0.062410;0.060000
1;LP;0.06;0;270;0;0;20;fdev;41.646904;0.000000
1;LP;0.06;0;270;0;0;20;phest;92.054260;270.000000
1;LP;0.06;0;270;0;0;20;m0est;0.953632;1.000000
2;LP;0.06;0;270;0;0;20;t2sest;0.069175;0.060000
2;LP;0.06;0;270;0;0;20;fdev;41.457508;0.000000
2;LP;0.06;0;270;0;0;20;phest;86.808311;270.000000
2;LP;0.06;0;270;0;0;20;m0est;0.905161;1.000000
3;LP;0.06;0;270;0;0;20;t2sest;0.053027;0.060000
3;LP;0.06;0;270;0;0;20;fdev;0.074718;0.000000
3;LP;0.06;0;270;0;0;20;phest;88.922714;270.000000
3;LP;0.06;0;270;0;0;20;m0est;1.122975;1.000000
4;LP;0.06;0;270;0;0;20;t2sest;0.061136;0.060000
4;LP;0.06;0;270;0;0;20;fdev;0.183707;0.000000
4;LP;0.06;0;270;0;0;20;phest;91.248932;270.000000
4;LP;0.06;0;270;0;0;20;m0est;0.984080;1.000000
5;LP;0.06;0;270;0;0;20;t2sest;0.057165;0.060000
5;LP;0.06;0;270;0;0;20;fdev;0.330496;0.000000
5;LP;0.06;0;270;0;0;20;phest;94.882576;270.000000
5;LP;0.06;0;270;0;0;20;m0est;1.030034;1.000000
6;LP;0.06;0;270;0;0;20;t2sest;0.056816;0.060000
6;LP;0.06;0;270;0;0;20;fdev;0.046088;0.000000
6;LP;0.06;0;270;0;0;20;phest;93.034157;270.000000
6;LP;0.06;0;270;0;0;20;m0est;1.034948;1.000000
7;LP;0.06;0;270;0;0;20;t2sest;0.061108;0.060000
7;LP;0.06;0;270;0;0;20;fdev;0.077672;0.000000
7;LP;0.06;0;270;0;0;20;phest;91.932114;270.000000
7;LP;0.06;0;270;0;0;20;m0est;1.007675;1.000000
8;LP;0.06;0;270;0;0;20;t2sest;0.059111;0.060000
8;LP;0.06;0;270;0;0;20;fdev;0.274144;0.000000
8;LP;0.06;0;270;0;0;20;phest;90.713104;270.000000
8;LP;0.06;0;270;0;0;20;m0est;0.986861;1.000000
9;LP;0.06;0;270;0;0;20;t2sest;0.063328;0.060000
9;LP;0.06;0;270;0;0;20;fdev;0.448917;0.000000
9;LP;0.06;0;270;0;0;20;phest;96.644768;270.000000
9;LP;0.06;0;270;0;0;20;m0est;0.977118;1.000000
10;LP;0.06;0;270;0;0;20;t2sest;0.053318;0.060000
10;LP;0.06;0;270;0;0;20;fdev;0.271426;0.000000
10;LP;0.06;0;270;0;0;20;phest;95.493370;270.000000
10;LP;0.06;0;270;0;0;20;m0est;1.087215;1.000000
1;LP;0.08;0;270;0;0;20;t2sest;0.082622;0.080000
1;LP;0.08;0;270;0;0;20;fdev;0.185686;0.000000
1;LP;0.08;0;270;0;0;20;phest;92.596786;270.000000
1;LP;0.08;0;270;0;0;20;m0est;1.034213;1.000000
2;LP;0.08;0;270;0;0;20;t2sest;0.083147;0.080000
2;LP;0.08;0;270;0;0;20;fdev;41.601357;0.000000
2;LP;0.08;0;270;0;0;20;phest;89.955383;270.000000
2;LP;0.08;0;270;0;0;20;m0est;0.992575;1.000000
3;LP;0.08;0;270;0;0;20;t2sest;0.072938;0.080000
3;LP;0.08;0;270;0;0;20;fdev;0.184838;0.000000
3;LP;0.08;0;270;0;0;20;phest;90.306190;270.000000
3;LP;0.08;0;270;0;0;20;m0est;1.069653;1.000000
4;LP;0.08;0;270;0;0;20;t2sest;0.076030;0.080000
4;LP;0.08;0;270;0;0;20;fdev;41.568771;0.000000
4;LP;0.08;0;270;0;0;20;phest;88.802757;270.000000
4;LP;0.08;0;270;0;0;20;m0est;1.026469;1.000000
5;LP;0.08;0;270;0;0;20;t2sest;0.068846;0.080000
5;LP;0.08;0;270;0;0;20;fdev;41.503807;0.000000
5;LP;0.08;0;270;0;0;20;phest;87.354813;270.000000
5;LP;0.08;0;270;0;0;20;m0est;1.100314;1.000000
6;LP;0.08;0;270;0;0;20;t2sest;0.081428;0.080000
6;LP;0.08;0;270;0;0;20;fdev;41.469944;0.000000
6;LP;0.08;0;270;0;0;20;phest;89.734276;270.000000
6;LP;0.08;0;270;0;0;20;m0est;0.979615;1.000000
7;LP;0.08;0;270;0;0;20;t2sest;0.072042;0.080000
7;LP;0.08;0;270;0;0;20;fdev;0.057356;0.000000
7;LP;0.08;0;270;0;0;20;phest;90.542641;270.000000
7;LP;0.08;0;270;0;0;20;m0est;0.994666;1.000000
8;LP;0.08;0;270;0;0;20;t2sest;0.088046;0.080000
8;LP;0.08;0;270;0;0;20;fdev;0.010907;0.000000
8;LP;0.08;0;270;0;0;20;phest;87.823784;270.000000
8;LP;0.08;0;270;0;0;20;m0est;0.922229;1.000000
9;LP;0.08;0;270;0;0;20;t2sest;0.083092;0.080000
9;LP;0.08;0;270;0;0;20;fdev;0.127591;0.000000
9;LP;0.08;0;270;0;0;20;phest;93.630318;270.000000
9;LP;0.08;0;270;0;0;20;m0est;0.983664;1.000000
10;LP;0.08;0;270;0;0;20;t2sest;0.087478;0.080000
10;LP;0.08;0;270;0;0;20;fdev;41.493366;0.000000
10;LP;0.08;0;270;0;0;20;phest;90.083649;270.000000
10;LP;0.08;0;270;0;0;20;m0est;0.962475;1.000000
1;LP;0.02;0;315;0;0;20;t2sest;0.020752;0.020000
1;LP;0.02;0;315;0;0;20;fdev;39.980721;0.000000
1;LP;0.02;0;315;0;0;20;phest;126.991600;315.000000
1;LP;0.02;0;315;0;0;20;m0est;0.969668;1.000000
2;LP;0.02;0;315;0;0;20;t2sest;0.016284;0.020000
2;LP;0.02;0;315;0;0;20;fdev;0.028648;0.000000
2;LP;0.02;0;315;0;0;20;phest;130.556427;315.000000
2;LP;0.02;0;315;0;0;20;m0est;1.263041;1.000000
3;LP;0.02;0;315;0;0;20;t2sest;0.012704;0.020000
3;LP;0.02;0;315;0;0;20;fdev;2.304555;0.000000
3;LP;0.02;0;315;0;0;20;phest;147.903381;315.000000
3;LP;0.02;0;315;0;0;20;m0est;1.630268;1.000000
4;LP;0.02;0;315;0;0;20;t2sest;0.015911;0.020000
4;LP;0.02;0;315;0;0;20;fdev;41.012138;0.000000
4;LP;0.02;0;315;0;0;20;phest;124.137840;315.000000
4;LP;0.02;0;315;0;0;20;m0est;1.012942;1.000000
5;LP;0.02;0;315;0;0;20;t2sest;0.023564;0.020000
5;LP;0.02;0;315;0;0;20;fdev;1.355578;0.000000
5;LP;0.02;0;315;0;0;20;phest;148.774963;315.000000
5;LP;0.02;0;315;0;0;20;m0est;0.962857;1.000000
6;LP;0.02;0;315;0;0;20;t2sest;0.017579;0.020000
6;LP;0.02;0;315;0;0;20;fdev;41.592430;0.000000
6;LP;0.02;0;315;0;0;20;phest;136.235565;315.000000
6;LP;0.02;0;315;0;0;20;m0est;1.105709;1.000000
7;LP;0.02;0;315;0;0;20;t2sest;0.022896;0.020000
7;LP;0.02;0;315;0;0;20;fdev;0.514984;0.000000
7;LP;0.02;0;315;0;0;20;phest;134.631348;315.000000
7;LP;0.02;0;315;0;0;20;m0est;1.050340;1.000000
8;LP;0.02;0;315;0;0;20;t2sest;0.022640;0.020000
8;LP;0.02;0;315;0;0;20;fdev;1.224559;0.000000
8;LP;0.02;0;315;0;0;20;phest;140.688171;315.000000
8;LP;0.02;0;315;0;0;20;m0est;0.995175;1.000000
9;LP;0.02;0;315;0;0;20;t2sest;0.015367;0.020000
9;LP;0.02;0;315;0;0;20;fdev;2.101828;0.000000
9;LP;0.02;0;315;0;0;20;phest;141.439728;315.000000
9;LP;0.02;0;315;0;0;20;m0est;1.397800;1.000000
10;LP;0.02;0;315;0;0;20;t2sest;0.016554;0.020000
10;LP;0.02;0;315;0;0;20;fdev;41.034245;0.000000
10;LP;0.02;0;315;0;0;20;phest;136.683472;315.000000
10;LP;0.02;0;315;0;0;20;m0est;1.177274;1.000000
1;LP;0.04;0;315;0;0;20;t2sest;0.034643;0.040000
1;LP;0.04;0;315;0;0;20;fdev;0.420511;0.000000
1;LP;0.04;0;315;0;0;20;phest;136.187012;315.000000
1;LP;0.04;0;315;0;0;20;m0est;1.104217;1.000000
2;LP;0.04;0;315;0;0;20;t2sest;0.039334;0.040000
2;LP;0.04;0;315;0;0;20;fdev;41.110622;0.000000
2;LP;0.04;0;315;0;0;20;phest;128.009415;315.000000
2;LP;0.04;0;315;0;0;20;m0est;1.095997;1.000000
3;LP;0.04;0;315;0;0;20;t2sest;0.037640;0.040000
3;LP;0.04;0;315;0;0;20;fdev;0.331238;0.000000
3;LP;0.04;0;315;0;0;20;phest;135.477753;315.000000
3;LP;0.04;0;315;0;0;20;m0est;0.992547;1.000000
4;LP;0.04;0;315;0;0;20;t2sest;0.038980;0.040000
4;LP;0.04;0;315;0;0;20;fdev;41.605709;0.000000
4;LP;0.04;0;315;0;0;20;phest;134.769119;315.000000
4;LP;0.04;0;315;0;0;20;m0est;0.985112;1.000000
5;LP;0.04;0;315;0;0;20;t2sest;0.036265;0.040000
5;LP;0.04;0;315;0;0;20;fdev;41.200672;0.000000
5;LP;0.04;0;315;0;0;20;phest;131.539948;315.000000
5;LP;0.04;0;315;0;0;20;m0est;1.129551;1.000000
6;LP;0.04;0;315;0;0;20;t2sest;0.042590;0.040000
6;LP;0.04;0;315;0;0;20;fdev;41.515266;0.000000
6;LP;0.04;0;315;0;0;20;phest;134.538177;315.000000
6;LP;0.04;0;315;0;0;20;m0est;1.012370;1.000000
7;LP;0.04;0;315;0;0;20;t2sest;0.044884;0.040000
7;LP;0.04;0;315;0;0;20;fdev;0.283147;0.000000
7;LP;0.04;0;315;0;0;20;phest;135.815903;315.000000
7;LP;0.04;0;315;0;0;20;m0est;0.874855;1.000000
8;LP;0.04;0;315;0;0;20;t2sest;0.043317;0.040000
8;LP;0.04;0;315;0;0;20;fdev;0.568848;0.000000
8;LP;0.04;0;315;0;0;20;phest;140.841522;315.000000
8;LP;0.04;0;315;0;0;20;m0est;0.991417;1.000000
9;LP;0.04;0;315;0;0;20;t2sest;0.037995;0.040000
9;LP;0.04;0;315;0;0;20;fdev;41.421154;0.000000
9;LP;0.04;0;315;0;0;20;phest;135.761459;315.000000
9;LP;0.04;0;315;0;0;20;m0est;1.037162;1.000000
10;LP;0.04;0;315;0;0;20;t2sest;0.037268;0.040000
10;LP;0.04;0;315;0;0;20;fdev;0.046701;0.000000
10;LP;0.04;0;315;0;0;20;phest;133.898666;315.000000
10;LP;0.04;0;315;0;0;20;m0est;0.974005;1.000000
1;LP;0.06;0;315;0;0;20;t2sest;0.059910;0.060000
1;LP;0.06;0;315;0;0;20;fdev;0.177755;0.000000
1;LP;0.06;0;315;0;0;20;phest;138.866577;315.000000
1;LP;0.06;0;315;0;0;20;m0est;0.969644;1.000000
2;LP;0.06;0;315;0;0;20;t2sest;0.056321;0.060000
2;LP;0.06;0;315;0;0;20;fdev;0.276418;0.000000
2;LP;0.06;0;315;0;0;20;phest;137.632706;315.000000
2;LP;0.06;0;315;0;0;20;m0est;1.021299;1.000000
3;LP;0.06;0;315;0;0;20;t2sest;0.057720;0.060000
3;LP;0.06;0;315;0;0;20;fdev;41.291668;0.000000
3;LP;0.06;0;315;0;0;20;phest;128.830994;315.000000
3;LP;0.06;0;315;0;0;20;m0est;1.019988;1.000000
4;LP;0.06;0;315;0;0;20;t2sest;0.063620;0.060000
4;LP;0.06;0;315;0;0;20;fdev;41.333710;0.000000
4;LP;0.06;0;315;0;0;20;phest;128.765533;315.000000
4;LP;0.06;0;315;0;0;20;m0est;0.932309;1.000000
5;LP;0.06;0;315;0;0;20;t2sest;0.054617;0.060000
5;LP;0.06;0;315;0;0;20;fdev;0.180251;0.000000
5;LP;0.06;0;315;0;0;20;phest;135.593903;315.000000
5;LP;0.06;0;315;0;0;20;m0est;1.043918;1.000000
6;LP;0.06;0;315;0;0;20;t2sest;0.064379;0.060000
6;LP;0.06;0;315;0;0;20;fdev;41.418667;0.000000
6;LP;0.06;0;315;0;0;20;phest;130.523880;315.000000
6;LP;0.06;0;315;0;0;20;m0est;0.956017;1.000000
7;LP;0.06;0;315;0;0;20;t2sest;0.072397;0.060000
7;LP;0.06;0;315;0;0;20;fdev;0.068864;0.000000
7;LP;0.06;0;315;0;0;20;phest;135.372025;315.000000
7;LP;0.06;0;315;0;0;20;m0est;0.899385;1.000000
8;LP;0.06;0;315;0;0;20;t2sest;0.052855;0.060000
8;LP;0.06;0;315;0;0;20;fdev;0.452950;0.000000
8;LP;0.06;0;315;0;0;20;phest;141.360703;315.000000
8;LP;0.06;0;315;0;0;20;m0est;1.095082;1.000000
9;LP;0.06;0;315;0;0;20;t2sest;0.057576;0.060000
9;LP;0.06;0;315;0;0;20;fdev;0.103319;0.000000
9;LP;0.06;0;315;0;0;20;phest;135.538269;315.000000
9;LP;0.06;0;315;0;0;20;m0est;1.049401;1.000000
10;LP;0.06;0;315;0;0;20;t2sest;0.060875;0.060000
